state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,poverty,unemployment
SD,McCook County,Midwest,3,10.699,32.391,34.365,22.545,10.0,2.3
SD,McPherson County,Midwest,9,21.179,28.821,34.889,15.111,15.0,3.3
SD,Marshall County,Midwest,9,10.95,32.123,34.332,22.595,11.0,3.6
SD,Meade County,Midwest,3,6.625,31.843,37.752,23.78,10.0,3.0
SD,Mellette County,Midwest,9,16.468,40.811,28.719,14.002,33.0,3.9
SD,Miner County,Midwest,8,9.821,38.393,30.166,21.62,12.0,2.5
SD,Minnehaha County,Midwest,3,8.586,28.351,32.805,30.258,10.0,2.4
SD,Moody County,Midwest,8,8.989,32.28,31.882,26.849,11.0,3.4
SD,Oglala Lakota County,Midwest,6,22.058,27.608,39.135,11.2,41.0,10.0
SD,Pennington County,Midwest,3,7.189,27.836,36.046,28.929,15.0,2.9
SD,Perkins County,Midwest,8,10.765,39.533,30.508,19.194,13.0,2.8
SD,Potter County,Midwest,9,8.904,41.553,29.566,19.977,10.0,2.6
SD,Roberts County,Midwest,9,12.927,36.904,34.134,16.036,18.0,3.9
SD,Sanborn County,Midwest,9,10.222,36.799,33.703,19.276,12.0,2.8
SD,Spink County,Midwest,9,7.726,38.144,33.037,21.092,11.0,2.9
SD,Stanley County,Midwest,9,9.163,35.116,28.727,26.994,8.0,2.2
SD,Sully County,Midwest,9,8.333,32.922,33.436,25.309,7.0,2.2
SD,Todd County,Midwest,9,20.655,24.954,38.649,15.742,49.0,6.1
SD,Tripp County,Midwest,7,12.484,37.298,28.821,21.397,17.0,2.1
SD,Turner County,Midwest,3,7.801,35.344,35.412,21.443,9.0,2.7
SD,Union County,Midwest,3,8.725,29.343,31.795,30.137,7.0,2.9
SD,Walworth County,Midwest,7,12.169,36.533,30.663,20.635,15.0,4.8
SD,Yankton County,Midwest,7,8.147,33.333,31.188,27.332,12.0,2.4
SD,Ziebach County,Midwest,8,14.625,38.999,30.83,15.547,44.0,4.2
TN,Anderson County,South,2,14.504,33.154,28.375,23.968,14.0,5.0
TN,Bedford County,South,4,19.538,41.438,24.771,14.253,15.0,5.1
TN,Benton County,South,7,18.289,46.697,22.769,12.246,18.0,7.3
TN,Bledsoe County,South,8,25.374,41.436,21.931,11.259,24.0,7.1
TN,Blount County,South,2,11.843,34.536,30.5,23.121,11.0,4.5
TN,Bradley County,South,3,16.537,32.725,29.837,20.9,14.0,4.5
TN,Campbell County,South,2,25.625,41.99,21.762,10.622,24.0,7.0
TN,Cannon County,South,1,16.763,45.194,25.048,12.995,16.0,4.7
TN,Carroll County,South,6,20.975,41.227,22.822,14.976,18.0,6.8
TN,Carter County,South,3,18.688,39.438,25.772,16.103,22.0,5.7
TN,Cheatham County,South,1,14.389,37.342,28.849,19.419,11.0,4.0
TN,Chester County,South,3,15.979,38.629,29.604,15.788,16.0,5.1
TN,Claiborne County,South,6,22.759,40.637,23.417,13.187,25.0,6.3
TN,Clay County,South,9,23.687,46.651,15.915,13.747,22.0,6.7
TN,Cocke County,South,6,21.245,46.5,22.01,10.244,24.0,6.5
TN,Coffee County,South,4,14.575,37.499,29.476,18.451,14.0,4.8
TN,Crockett County,South,3,23.472,39.518,23.432,13.577,18.0,5.3
TN,Cumberland County,South,4,16.437,37.774,27.027,18.762,15.0,6.0
TN,Davidson County,South,1,12.504,23.296,25.997,38.203,15.0,3.6
TN,Decatur County,South,9,17.707,46.306,24.69,11.296,19.0,7.0
TN,DeKalb County,South,6,22.037,44.022,19.763,14.178,20.0,5.7
TN,Dickson County,South,1,16.357,44.075,25.431,14.136,14.0,4.4
TN,Dyer County,South,5,16.779,39.226,25.552,18.443,20.0,6.3
TN,Fayette County,South,1,13.78,35.32,28.826,22.073,15.0,5.2
TN,Fentress County,South,9,22.732,45.163,19.578,12.528,21.0,6.3
TN,Franklin County,South,6,14.693,39.323,26.967,19.017,16.0,5.0
TN,Gibson County,South,4,15.199,38.44,29.044,17.317,17.0,6.0
TN,Giles County,South,6,16.699,44.201,25.084,14.016,17.0,4.1
TN,Grainger County,South,2,19.569,44.818,24.012,11.601,20.0,5.5
TN,Greene County,South,4,18.114,43.369,23.831,14.686,17.0,5.5
TN,Grundy County,South,8,25.98,43.962,19.091,10.967,23.0,6.7
TN,Hamblen County,South,3,18.535,41.606,23.891,15.968,19.0,5.2
TN,Hamilton County,South,2,12.237,27.148,31.017,29.598,14.0,4.7
TN,Hancock County,South,8,24.306,39.962,24.411,11.322,31.0,8.0
TN,Hardeman County,South,6,22.959,45.858,20.368,10.814,25.0,6.3
TN,Hardin County,South,6,20.442,42.565,24.34,12.653,22.0,6.1
TN,Hawkins County,South,2,18.005,43.537,25.47,12.987,19.0,5.5
TN,Haywood County,South,6,19.204,44.455,24.438,11.904,20.0,6.6
TN,Henderson County,South,6,19.754,39.694,27.191,13.361,17.0,7.0
TN,Henry County,South,7,15.711,47.292,22.303,14.695,20.0,5.9
TN,Hickman County,South,1,22.83,41.934,23.84,11.397,21.0,4.6
TN,Houston County,South,8,23.084,45.155,21.023,10.739,18.0,7.7
TN,Humphreys County,South,6,16.847,42.493,27.786,12.874,18.0,6.1
TN,Jackson County,South,8,23.419,49.626,18.946,8.008,22.0,7.2
TN,Jefferson County,South,3,16.316,39.174,28.886,15.625,16.0,5.4
TN,Johnson County,South,6,23.722,41.566,24.616,10.095,25.0,4.9
TN,Knox County,South,2,9.438,25.919,28.983,35.661,15.0,4.1
TN,Lake County,South,9,26.948,45.576,18.347,9.129,43.0,7.9
TN,Lauderdale County,South,6,24.485,45.039,21.901,8.575,25.0,7.8
TN,Lawrence County,South,6,20.135,42.855,25.332,11.677,17.0,5.8
TN,Lewis County,South,6,17.423,42.932,27.343,12.302,19.0,6.1
TN,Lincoln County,South,6,16.694,41.222,24.579,17.505,17.0,4.2
TN,Loudon County,South,2,14.702,32.707,27.215,25.375,11.0,4.8
TN,McMinn County,South,4,16.827,43.754,25.738,13.681,17.0,5.5
TN,McNairy County,South,6,19.336,44.723,24.99,10.951,22.0,7.1
TN,Macon County,South,1,24.272,45.229,21.275,9.224,18.0,4.4
TN,Madison County,South,3,11.464,33.573,29.427,25.536,19.0,5.0
TN,Marion County,South,2,21.688,37.03,28.936,12.347,18.0,6.4
TN,Marshall County,South,6,15.975,42.071,27.923,14.031,13.0,4.6
TN,Maury County,South,1,11.847,36.01,32.581,19.562,12.0,4.1
TN,Meigs County,South,8,21.141,44.188,25.847,8.824,18.0,6.9
TN,Monroe County,South,6,20.89,42.994,23.964,12.152,19.0,5.4
TN,Montgomery County,South,2,7.764,30.513,36.392,25.33,13.0,5.2
TN,Moore County,South,9,13.886,40.495,28.396,17.223,11.0,3.9
TN,Morgan County,South,2,20.215,48.445,23.885,7.455,23.0,6.6
TN,Obion County,South,7,17.063,41.932,24.429,16.576,19.0,7.2
TN,Overton County,South,7,21.588,44.384,20.184,13.844,19.0,5.5
TN,Perry County,South,8,24.761,41.317,24.094,9.829,22.0,6.5
TN,Pickett County,South,9,22.699,42.063,26.008,9.23,17.0,6.7
TN,Polk County,South,3,21.0,41.793,27.526,9.68,16.0,5.8
TN,Putnam County,South,4,14.814,38.221,22.583,24.383,19.0,5.0
TN,Rhea County,South,6,24.085,36.91,25.825,13.18,18.0,7.4
TN,Roane County,South,2,14.184,37.394,29.644,18.778,14.0,5.6
TN,Robertson County,South,1,13.458,39.133,29.277,18.132,10.0,4.2
TN,Rutherford County,South,1,9.231,30.192,30.345,30.232,10.0,3.8
TN,Scott County,South,6,22.69,46.69,21.704,8.917,22.0,7.6
TN,Sequatchie County,South,2,18.165,39.056,29.534,13.244,18.0,5.9
TN,Sevier County,South,4,16.474,37.098,28.894,17.534,15.0,5.0
TN,Shelby County,South,1,12.934,26.753,30.144,30.17,21.0,5.5
TN,Smith County,South,1,17.337,46.791,25.151,10.721,15.0,4.6
TN,Stewart County,South,8,13.735,41.612,31.612,13.042,16.0,7.0
TN,Sullivan County,South,2,14.292,35.384,28.962,21.361,16.0,5.3
TN,Sumner County,South,1,10.742,32.187,31.47,25.601,10.0,3.9
TN,Tipton County,South,1,14.292,39.695,30.396,15.617,16.0,5.8
TN,Trousdale County,South,1,20.697,39.446,25.061,14.797,15.0,4.9
TN,Unicoi County,South,3,19.112,40.78,27.533,12.575,17.0,7.2
TN,Union County,South,2,23.09,44.672,22.287,9.95,22.0,5.8
TN,Van Buren County,South,9,19.533,48.066,20.652,11.749,19.0,6.3
TN,Warren County,South,6,21.405,43.161,22.268,13.167,19.0,4.9
TN,Washington County,South,3,11.561,30.587,26.991,30.862,15.0,4.9
TN,Wayne County,South,8,21.453,43.432,24.469,10.646,21.0,6.7
TN,Weakley County,South,7,15.201,40.233,23.454,21.112,21.0,6.1
TN,White County,South,7,17.84,46.234,24.141,11.786,18.0,5.1
TN,Williamson County,South,1,4.419,15.636,23.364,56.581,5.0,3.5
TN,Wilson County,South,1,10.211,30.401,30.527,28.861,8.0,3.9
TX,Anderson County,South,7,19.827,36.553,31.852,11.768,21.0,4.3
TX,Andrews County,South,6,26.174,35.648,27.538,10.64,12.0,4.8
TX,Angelina County,South,5,20.103,31.532,32.705,15.66,19.0,6.0
TX,Aransas County,South,2,16.785,28.44,34.586,20.189,19.0,5.7
TX,Archer County,South,3,9.918,34.614,33.662,21.806,11.0,4.4
TX,Armstrong County,South,2,10.228,26.858,39.809,23.105,11.0,2.8
TX,Atascosa County,South,1,24.704,36.141,24.884,14.271,16.0,5.3
TX,Austin County,South,1,17.579,29.209,32.22,20.992,14.0,5.3
TX,Bailey County,South,7,32.384,28.562,28.307,10.748,17.0,4.4
TX,Bandera County,South,1,13.176,30.877,31.908,24.039,15.0,4.1
TX,Bastrop County,South,1,19.424,29.738,32.475,18.362,13.0,3.7
TX,Baylor County,South,8,13.067,30.895,29.448,26.59,18.0,3.6
TX,Bee County,South,6,28.603,33.857,28.634,8.905,27.0,7.7
TX,Bell County,South,2,9.69,27.326,39.745,23.239,13.0,4.4
TX,Bexar County,South,1,16.576,25.324,31.174,26.926,16.0,3.7
TX,Blanco County,South,8,10.07,31.885,29.275,28.77,11.0,3.1
TX,Borden County,South,8,6.739,23.261,33.478,36.522,11.0,3.6
TX,Bosque County,South,6,17.712,34.931,29.676,17.681,16.0,4.3
TX,Bowie County,South,3,12.537,35.583,33.115,18.765,19.0,4.7
TX,Brazoria County,South,1,13.301,26.208,31.768,28.724,10.0,5.2
TX,Brazos County,South,3,14.364,19.626,26.233,39.777,25.0,3.4
TX,Brewster County,South,7,13.637,23.131,27.244,35.988,15.0,3.8
TX,Briscoe County,South,9,22.522,26.609,27.913,22.957,15.0,4.4
TX,Brooks County,South,7,29.611,30.275,25.557,14.557,32.0,11.9
TX,Brown County,South,5,14.864,36.618,29.993,18.525,17.0,4.4
TX,Burleson County,South,3,19.581,39.262,26.359,14.798,14.0,4.7
TX,Burnet County,South,6,13.87,31.369,31.758,23.003,12.0,3.5
TX,Caldwell County,South,1,20.861,36.145,28.291,14.703,17.0,4.3
TX,Calhoun County,South,6,19.459,33.492,31.633,15.415,16.0,5.6
TX,Callahan County,South,3,12.032,40.692,32.562,14.714,15.0,4.3
TX,Cameron County,South,2,34.449,24.992,23.785,16.774,29.0,7.2
TX,Camp County,South,6,18.807,38.139,28.063,14.991,19.0,6.8
TX,Carson County,South,2,7.761,28.051,37.759,26.429,9.0,3.4
TX,Cass County,South,6,14.102,45.015,26.439,14.445,17.0,7.3
TX,Castro County,South,6,29.541,31.795,25.542,13.122,18.0,3.1
TX,Chambers County,South,1,16.207,29.195,33.463,21.135,9.0,6.1
TX,Cherokee County,South,6,20.441,33.745,28.455,17.358,19.0,5.2
TX,Childress County,South,7,14.735,40.558,29.155,15.552,22.0,3.1
TX,Clay County,South,3,10.708,41.871,31.096,16.325,13.0,4.5
TX,Cochran County,South,9,29.973,31.87,28.672,9.485,24.0,5.6
TX,Coke County,South,8,14.652,34.845,30.017,20.487,16.0,4.1
TX,Coleman County,South,6,17.439,40.135,28.218,14.208,20.0,5.9
TX,Collin County,South,1,6.432,15.335,28.022,50.211,6.0,3.5
TX,Collingsworth County,South,9,22.964,28.165,31.845,17.026,20.0,3.5
TX,Colorado County,South,6,18.171,37.482,25.96,18.388,15.0,4.8
TX,Comal County,South,1,8.473,25.59,31.423,34.514,9.0,3.6
TX,Comanche County,South,7,20.075,36.61,26.31,17.005,17.0,4.3
TX,Concho County,South,8,38.558,27.583,22.369,11.49,26.0,3.6
TX,Cooke County,South,6,13.878,29.711,34.812,21.6,14.0,4.0
TX,Coryell County,South,2,12.439,28.179,44.234,15.147,14.0,4.5
TX,Cottle County,South,9,27.757,30.331,25.735,16.176,21.0,5.4
TX,Crane County,South,6,27.214,30.96,28.951,12.875,10.0,8.5
TX,Crockett County,South,7,26.316,34.33,28.309,11.045,17.0,7.6
TX,Crosby County,South,2,27.718,33.403,26.806,12.073,24.0,4.4
TX,Culberson County,South,9,35.116,34.917,22.31,7.657,24.0,3.8
TX,Dallam County,South,7,27.302,29.566,31.296,11.836,11.0,2.3
TX,Dallas County,South,1,21.976,22.534,25.807,29.683,16.0,4.0
TX,Dawson County,South,7,25.857,36.333,25.183,12.626,21.0,5.1
TX,Deaf Smith County,South,6,28.199,31.138,26.456,14.207,17.0,3.1
TX,Delta County,South,8,13.715,35.803,31.92,18.562,19.0,4.0
TX,Denton County,South,1,7.959,18.956,30.918,42.168,8.0,3.4
TX,DeWitt County,South,6,20.098,38.399,26.884,14.619,18.0,5.6
TX,Dickens County,South,8,21.486,31.246,32.965,14.303,22.0,5.1
TX,Dimmit County,South,6,33.354,31.434,24.699,10.513,28.0,7.2
TX,Donley County,South,8,12.652,33.913,36.913,16.522,19.0,4.3
TX,Duval County,South,7,32.894,33.147,25.077,8.883,26.0,11.1
TX,Eastland County,South,6,17.206,33.804,34.412,14.578,20.0,5.5
TX,Ector County,South,3,24.939,28.989,30.918,15.155,14.0,6.4
TX,Edwards County,South,9,24.931,28.926,22.176,23.967,23.0,4.9
TX,Ellis County,South,1,15.404,28.527,34.121,21.947,10.0,3.8
TX,El Paso County,South,2,23.549,24.336,30.43,21.685,23.0,4.9
TX,Erath County,South,4,16.059,24.182,31.563,28.196,20.0,4.1
TX,Falls County,South,2,24.324,36.355,27.458,11.863,26.0,4.5
TX,Fannin County,South,6,16.951,34.745,32.674,15.631,16.0,3.8
TX,Fayette County,South,6,18.323,37.174,27.411,17.093,11.0,3.7
TX,Fisher County,South,8,17.188,32.057,32.315,18.439,16.0,4.4
TX,Floyd County,South,6,26.816,28.397,28.397,16.391,23.0,5.2
TX,Foard County,South,9,19.182,33.962,30.818,16.038,18.0,3.9
TX,Fort Bend County,South,1,10.849,17.461,27.049,44.641,8.0,5.0
TX,Franklin County,South,7,14.467,30.601,35.947,18.986,16.0,5.0
TX,Freestone County,South,7,18.928,33.979,35.581,11.512,19.0,6.9
TX,Frio County,South,6,37.161,34.315,21.247,7.277,26.0,5.0
TX,Gaines County,South,7,39.625,28.846,21.057,10.473,15.0,3.7
TX,Galveston County,South,1,12.431,24.821,33.819,28.928,13.0,5.3
TX,Garza County,South,6,42.953,26.934,21.33,8.783,30.0,3.9
TX,Gillespie County,South,7,10.731,27.95,27.171,34.148,10.0,2.8
TX,Glasscock County,South,8,24.848,23.143,26.797,25.213,9.0,3.8
TX,Goliad County,South,3,11.24,37.557,35.21,15.992,14.0,5.8
TX,Gonzales County,South,6,27.451,33.897,24.908,13.745,17.0,4.3
TX,Gray County,South,6,19.666,32.329,34.424,13.581,19.0,7.0
TX,Grayson County,South,3,12.442,30.862,36.504,20.191,13.0,3.8
TX,Gregg County,South,3,16.284,28.52,34.486,20.71,17.0,6.1
TX,Grimes County,South,6,22.236,35.055,29.538,13.171,17.0,6.7
TX,Guadalupe County,South,1,11.822,29.884,31.747,26.547,10.0,3.6
TX,Hale County,South,4,24.577,33.845,25.82,15.758,22.0,5.7
TX,Hall County,South,9,27.882,27.496,32.079,12.542,26.0,7.1
TX,Hamilton County,South,6,17.828,33.796,26.894,21.482,15.0,4.9
TX,Hansford County,South,7,26.028,29.097,24.088,20.787,13.0,3.1
TX,Hardeman County,South,9,24.373,32.867,29.283,13.477,18.0,3.9
TX,Hardin County,South,2,13.107,38.012,32.8,16.081,11.0,6.1
TX,Harris County,South,1,19.839,23.287,26.797,30.076,17.0,5.3
TX,Harrison County,South,4,17.199,34.199,30.917,17.685,17.0,6.1
TX,Hartley County,South,7,17.911,36.89,25.108,20.091,10.0,2.2
TX,Haskell County,South,6,31.535,32.484,22.505,13.475,25.0,4.4
TX,Hays County,South,1,11.06,21.938,30.683,36.318,12.0,3.3
TX,Hemphill County,South,7,21.329,26.09,29.372,23.209,10.0,3.8
TX,Henderson County,South,4,17.063,33.765,31.685,17.487,17.0,4.7
TX,Hidalgo County,South,2,36.724,23.256,22.602,17.417,31.0,7.8
TX,Hill County,South,6,19.66,33.528,30.767,16.044,16.0,4.5
TX,Hockley County,South,6,21.832,28.619,34.839,14.709,17.0,4.7
TX,Hood County,South,1,11.76,29.916,32.557,25.767,10.0,4.7
TX,Hopkins County,South,6,17.558,36.751,28.631,17.06,15.0,4.0
TX,Houston County,South,7,17.604,36.951,30.938,14.507,22.0,4.5
TX,Howard County,South,4,20.563,33.155,33.657,12.624,18.0,5.6
TX,Hudspeth County,South,2,47.813,25.328,19.379,7.48,21.0,6.7
TX,Hunt County,South,1,17.26,34.263,31.149,17.328,16.0,4.3
TX,Hutchinson County,South,6,15.108,30.47,39.137,15.285,13.0,5.6
TX,Irion County,South,3,8.341,37.998,37.998,15.663,8.0,3.2
TX,Jack County,South,6,21.13,41.933,26.159,10.778,17.0,4.9
TX,Jackson County,South,6,15.933,33.776,33.041,17.25,14.0,4.8
TX,Jasper County,South,6,13.243,46.453,29.679,10.626,19.0,7.8
TX,Jeff Davis County,South,9,19.381,17.259,24.943,38.417,13.0,2.9
TX,Jefferson County,South,2,16.734,33.119,31.375,18.772,20.0,7.0
TX,Jim Hogg County,South,6,25.137,34.27,29.536,11.057,28.0,9.6
TX,Jim Wells County,South,4,26.585,36.156,26.546,10.712,23.0,10.7
TX,Johnson County,South,1,16.183,33.009,33.063,17.745,11.0,4.3
TX,Jones County,South,3,22.748,39.645,26.648,10.959,21.0,5.9
TX,Karnes County,South,6,23.489,37.484,26.768,12.259,22.0,4.9
TX,Kaufman County,South,1,15.468,32.888,32.195,19.45,11.0,3.8
TX,Kendall County,South,1,7.038,24.151,29.477,39.333,7.0,3.2
TX,Kenedy County,South,9,42.407,28.367,17.765,11.461,16.0,5.2
TX,Kent County,South,9,21.687,29.719,24.699,23.896,12.0,3.0
TX,Kerr County,South,4,13.442,27.856,32.5,26.202,15.0,3.6
TX,Kimble County,South,7,16.922,33.96,32.138,16.98,19.0,3.9
TX,King County,South,9,19.431,37.441,19.905,23.223,11.0,4.0
TX,Kinney County,South,7,32.788,27.992,26.004,13.216,20.0,6.0
TX,Kleberg County,South,4,22.577,21.694,30.46,25.269,23.0,6.9
TX,Knox County,South,9,19.888,33.466,28.315,18.331,21.0,4.4
TX,Lamar County,South,5,15.496,33.77,34.041,16.693,20.0,4.6
TX,Lamb County,South,6,25.828,31.012,25.711,17.449,22.0,6.6
TX,Lampasas County,South,2,11.361,26.275,41.821,20.544,14.0,4.1
TX,La Salle County,South,6,36.288,35.493,13.587,14.632,26.0,5.2
TX,Lavaca County,South,6,17.002,41.705,25.106,16.187,13.0,4.3
TX,Lee County,South,6,17.74,36.952,28.276,17.031,13.0,3.8
TX,Leon County,South,8,15.467,37.973,29.833,16.727,18.0,6.6
TX,Liberty County,South,1,23.814,39.082,27.066,10.038,16.0,7.6
TX,Limestone County,South,6,21.147,33.748,30.176,14.929,21.0,5.7
TX,Lipscomb County,South,9,19.86,33.582,28.847,17.712,12.0,4.6
TX,Live Oak County,South,8,20.84,35.235,32.84,11.085,17.0,6.0
TX,Llano County,South,7,13.536,26.757,33.091,26.616,13.0,4.1
TX,Loving County,South,9,25.373,31.343,40.299,2.985,13.0,4.3
TX,Lubbock County,South,2,14.858,25.506,31.658,27.979,19.0,3.4
TX,Lynn County,South,2,22.091,33.109,27.559,17.241,18.0,4.0
TX,McCulloch County,South,7,22.524,32.12,29.288,16.069,18.0,4.6
TX,McLennan County,South,2,16.165,28.467,33.148,22.221,19.0,4.0
TX,McMullen County,South,9,18.565,34.599,30.591,16.245,12.0,2.2
TX,Madison County,South,6,22.441,36.925,28.38,12.254,17.0,5.1
TX,Marion County,South,8,19.747,39.533,28.023,12.697,23.0,7.1
TX,Martin County,South,3,22.695,30.612,27.414,19.28,13.0,4.4
TX,Mason County,South,9,10.874,33.721,31.752,23.653,13.0,3.7
TX,Matagorda County,South,4,22.274,33.428,29.05,15.247,17.0,7.4
TX,Maverick County,South,5,41.335,20.997,25.982,11.686,24.0,11.3
TX,Medina County,South,1,17.509,31.671,31.388,19.431,14.0,4.4
TX,Menard County,South,9,21.114,36.01,27.785,15.091,21.0,4.6
TX,Midland County,South,3,16.552,24.49,32.73,26.228,10.0,4.4
TX,Milam County,South,6,19.705,36.731,27.897,15.667,16.0,5.2
TX,Mills County,South,9,16.873,27.094,33.263,22.77,16.0,4.2
TX,Mitchell County,South,7,25.211,33.886,29.808,11.095,22.0,7.2
TX,Montague County,South,6,17.851,35.584,31.799,14.765,17.0,5.0
TX,Montgomery County,South,1,13.226,24.086,29.727,32.962,11.0,4.9
TX,Moore County,South,7,36.075,25.195,25.234,13.496,12.0,3.0
TX,Morris County,South,6,13.139,37.856,32.526,16.478,20.0,11.0
TX,Motley County,South,9,11.598,34.795,36.209,17.397,18.0,3.7
TX,Nacogdoches County,South,5,18.763,28.078,27.916,25.243,25.0,4.7
TX,Navarro County,South,4,23.23,30.217,30.821,15.732,18.0,4.2
TX,Newton County,South,2,13.335,49.855,29.319,7.491,23.0,8.1
TX,Nolan County,South,6,19.875,33.725,33.745,12.654,18.0,4.9
TX,Nueces County,South,2,18.698,28.361,32.489,20.452,15.0,5.7
TX,Ochiltree County,South,7,24.069,30.126,29.43,16.375,11.0,5.4
TX,Oldham County,South,2,15.185,25.419,33.473,25.923,14.0,3.0
TX,Orange County,South,2,10.811,39.268,34.747,15.174,14.0,6.8
TX,Palo Pinto County,South,6,17.317,35.42,31.419,15.844,16.0,5.6
TX,Panola County,South,6,15.732,32.212,37.862,14.194,16.0,7.4
TX,Parker County,South,1,10.735,27.547,34.693,27.025,9.0,4.1
TX,Parmer County,South,7,31.391,30.991,21.599,16.02,16.0,2.5
TX,Pecos County,South,7,31.18,34.4,24.825,9.594,17.0,5.9
TX,Polk County,South,6,19.464,38.54,30.031,11.965,20.0,6.3
TX,Potter County,South,2,23.553,28.866,33.012,14.569,22.0,3.3
TX,Presidio County,South,7,43.207,18.723,13.048,25.021,24.0,10.7
TX,Rains County,South,8,18.132,41.014,31.402,9.452,15.0,4.0
TX,Randall County,South,2,8.912,22.198,38.463,30.426,9.0,3.0
TX,Reagan County,South,6,28.498,35.666,24.36,11.476,12.0,6.6
TX,Real County,South,9,19.654,26.218,30.971,23.157,18.0,5.7
TX,Red River County,South,6,19.558,38.814,28.214,13.414,17.0,5.9
TX,Reeves County,South,7,39.012,26.407,23.391,11.191,25.0,5.6
TX,Refugio County,South,6,20.225,36.55,32.429,10.796,16.0,6.8
TX,Roberts County,South,9,6.139,29.079,33.279,31.502,7.0,4.7
TX,Robertson County,South,3,17.438,35.299,29.907,17.356,19.0,5.0
TX,Rockwall County,South,1,8.089,22.187,31.774,37.951,5.0,3.5
TX,Runnels County,South,6,21.18,36.289,24.401,18.13,17.0,4.1
TX,Rusk County,South,3,20.727,32.053,32.51,14.71,16.0,5.8
TX,Sabine County,South,8,14.643,44.795,27.622,12.939,18.0,9.6
TX,San Augustine County,South,9,19.458,43.42,25.613,11.508,24.0,9.1
TX,San Jacinto County,South,8,17.248,45.593,27.153,10.005,18.0,6.3
TX,San Patricio County,South,2,21.922,31.557,32.064,14.457,16.0,7.6
TX,San Saba County,South,7,25.479,31.735,28.236,14.549,20.0,3.4
TX,Schleicher County,South,8,23.712,24.579,32.585,19.123,17.0,5.7
TX,Scurry County,South,7,19.29,32.909,32.372,15.429,15.0,5.9
TX,Shackelford County,South,8,15.533,29.185,30.125,25.157,15.0,3.9
TX,Shelby County,South,7,24.645,35.649,24.407,15.299,21.0,6.0
TX,Sherman County,South,9,25.709,26.333,26.382,21.576,13.0,2.9
TX,Smith County,South,3,15.336,25.172,34.821,24.67,16.0,4.5
TX,Somervell County,South,1,17.272,30.407,33.159,19.163,11.0,4.7
TX,Starr County,South,4,51.479,23.88,15.364,9.277,40.0,13.6
TX,Stephens County,South,7,22.86,33.765,26.454,16.92,21.0,5.3
TX,Sterling County,South,8,14.25,36.948,25.095,23.707,13.0,4.2
TX,Stonewall County,South,9,20.542,40.181,25.734,13.544,16.0,4.6
TX,Sutton County,South,7,23.353,28.205,31.598,16.844,14.0,8.0
TX,Swisher County,South,6,19.48,37.155,28.546,14.818,22.0,4.3
TX,Tarrant County,South,1,14.774,23.679,30.812,30.735,14.0,3.9
TX,Taylor County,South,3,13.151,29.919,32.812,24.118,17.0,3.7
TX,Terrell County,South,9,23.611,31.79,27.623,16.975,19.0,4.1
TX,Terry County,South,6,30.811,31.084,25.974,12.131,22.0,4.9
TX,Throckmorton County,South,9,19.432,31.411,29.281,19.876,15.0,3.7
TX,Titus County,South,7,27.856,29.112,27.881,15.151,15.0,6.2
TX,Tom Green County,South,3,16.725,29.518,31.324,22.432,13.0,4.5
TX,Travis County,South,1,11.842,17.014,24.698,46.447,12.0,3.1
TX,Trinity County,South,7,16.325,40.217,31.278,12.18,20.0,6.3
TX,Tyler County,South,6,15.56,42.816,30.3,11.324,18.0,7.6
TX,Upshur County,South,3,16.603,32.778,34.836,15.784,15.0,6.5
TX,Upton County,South,8,24.628,37.639,27.835,9.898,14.0,5.4
TX,Uvalde County,South,6,30.7,22.189,32.183,14.928,25.0,5.3
TX,Val Verde County,South,5,33.059,25.525,23.952,17.465,21.0,6.3
TX,Van Zandt County,South,6,17.699,35.094,30.907,16.3,15.0,4.3
TX,Victoria County,South,3,16.372,31.709,33.072,18.848,14.0,5.4
TX,Walker County,South,4,17.441,36.583,26.475,19.501,22.0,5.3
TX,Waller County,South,1,21.621,30.514,29.121,18.745,17.0,5.7
TX,Ward County,South,6,23.015,34.564,28.323,14.099,13.0,5.8
TX,Washington County,South,6,17.421,31.399,29.133,22.047,14.0,5.1
TX,Webb County,South,2,34.323,25.582,22.64,17.454,32.0,4.9
TX,Wharton County,South,4,21.99,33.77,29.713,14.527,17.0,5.0
TX,Wheeler County,South,9,19.679,31.296,34.905,14.12,13.0,5.0
TX,Wichita County,South,3,13.979,31.919,31.928,22.174,17.0,4.4
TX,Wilbarger County,South,6,21.99,31.549,30.917,15.545,16.0,4.8
TX,Willacy County,South,6,36.879,34.809,19.665,8.647,38.0,12.4
TX,Williamson County,South,1,7.122,20.557,32.917,39.403,6.0,3.3
TX,Wilson County,South,1,15.086,35.094,30.523,19.296,10.0,3.9
TX,Winkler County,South,6,31.932,28.748,29.008,10.312,15.0,7.9
TX,Wise County,South,1,15.375,35.541,32.176,16.907,12.0,4.8
TX,Wood County,South,6,14.869,33.824,34.17,17.138,13.0,5.3
TX,Yoakum County,South,7,28.571,29.228,24.384,17.816,12.0,4.7
TX,Young County,South,7,18.351,34.304,28.754,18.592,15.0,4.4
TX,Zapata County,South,6,49.674,22.61,19.398,8.319,29.0,11.0
TX,Zavala County,South,7,40.841,27.795,22.233,9.13,34.0,14.1
UT,Beaver County,West,7,8.661,37.209,32.772,21.358,9.0,5.0
UT,Box Elder County,West,2,7.033,32.08,39.505,21.381,10.0,3.5
