state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,poverty,unemployment
KY,Perry County,South,7,25.119,33.745,27.18,13.956,31.0,10.5
KY,Pike County,South,7,24.952,37.945,24.234,12.87,31.0,10.8
KY,Powell County,South,6,22.813,41.769,21.28,14.139,27.0,7.0
KY,Pulaski County,South,5,19.124,39.318,26.814,14.744,19.0,5.3
KY,Robertson County,South,8,25.079,34.594,23.377,16.95,25.0,5.9
KY,Rockcastle County,South,7,23.301,45.468,21.508,9.723,24.0,5.9
KY,Rowan County,South,7,18.962,29.805,24.585,26.648,25.0,5.5
KY,Russell County,South,9,26.304,35.101,25.877,12.717,25.0,8.3
KY,Scott County,South,2,10.046,31.742,29.791,28.421,10.0,3.7
KY,Shelby County,South,1,14.195,32.053,29.903,23.849,12.0,3.5
KY,Simpson County,South,6,15.96,43.248,26.606,14.186,15.0,4.4
KY,Spencer County,South,1,10.495,35.05,35.789,18.666,9.0,3.8
KY,Taylor County,South,7,15.939,40.309,26.451,17.301,21.0,5.1
KY,Todd County,South,8,23.125,41.265,23.868,11.742,20.0,4.2
KY,Trigg County,South,2,15.786,30.829,35.378,18.007,15.0,5.6
KY,Trimble County,South,1,16.786,46.136,25.461,11.617,15.0,5.3
KY,Union County,South,6,15.105,39.877,32.864,12.154,19.0,6.7
KY,Warren County,South,3,12.301,29.955,28.687,29.056,19.0,3.9
KY,Washington County,South,9,17.814,42.465,24.9,14.82,16.0,4.1
KY,Wayne County,South,7,29.228,39.154,22.319,9.299,27.0,7.3
KY,Webster County,South,8,21.507,43.179,26.368,8.946,18.0,5.9
KY,Whitley County,South,7,22.642,36.164,23.345,17.85,29.0,6.5
KY,Wolfe County,South,9,30.53,39.259,18.394,11.817,32.0,9.7
KY,Woodford County,South,2,11.926,27.971,28.232,31.871,12.0,3.2
LA,Acadia Parish,South,2,24.53,40.363,23.986,11.121,23.0,7.4
LA,Allen Parish,South,6,20.818,42.946,24.36,11.876,21.0,6.4
LA,Ascension Parish,South,2,11.751,34.845,26.799,26.605,11.0,4.9
LA,Assumption Parish,South,6,27.332,41.468,19.785,11.414,21.0,8.5
LA,Avoyelles Parish,South,6,26.813,41.55,21.502,10.135,26.0,7.1
LA,Beauregard Parish,South,6,15.533,41.296,26.837,16.334,15.0,6.0
LA,Bienville Parish,South,6,17.068,41.607,28.363,12.962,24.0,7.7
LA,Bossier Parish,South,2,11.84,28.556,33.637,25.967,17.0,5.4
LA,Caddo Parish,South,2,13.914,32.821,29.464,23.801,26.0,6.6
LA,Calcasieu Parish,South,3,14.553,34.594,30.281,20.572,20.0,4.8
LA,Caldwell Parish,South,8,24.148,43.211,20.886,11.755,23.0,7.6
LA,Cameron Parish,South,3,16.535,36.737,29.798,16.93,12.0,4.4
LA,Catahoula Parish,South,9,22.991,42.095,21.816,13.098,28.0,9.3
LA,Claiborne Parish,South,6,22.384,39.72,24.925,12.97,35.0,6.7
LA,Concordia Parish,South,7,22.947,41.229,24.55,11.274,29.0,8.3
LA,De Soto Parish,South,2,18.727,40.185,27.625,13.462,21.0,7.4
LA,East Baton Rouge Parish,South,2,9.817,27.366,28.614,34.202,20.0,5.1
LA,East Carroll Parish,South,7,29.563,36.567,22.602,11.268,44.0,11.7
LA,East Feliciana Parish,South,2,17.598,44.227,25.23,12.945,20.0,5.7
LA,Evangeline Parish,South,6,28.749,36.559,22.774,11.918,29.0,7.4
LA,Franklin Parish,South,7,25.897,40.281,21.931,11.89,29.0,9.1
LA,Grant Parish,South,3,19.024,42.915,28.727,9.334,22.0,7.0
LA,Iberia Parish,South,2,22.21,41.275,22.77,13.744,23.0,9.4
LA,Iberville Parish,South,2,22.556,39.744,24.312,13.387,23.0,6.8
LA,Jackson Parish,South,6,19.955,43.283,23.113,13.649,21.0,5.7
LA,Jefferson Parish,South,1,15.313,31.131,28.739,24.816,16.0,5.3
LA,Jefferson Davis Parish,South,6,20.979,41.275,23.201,14.546,19.0,6.0
LA,Lafayette Parish,South,2,13.638,28.238,27.238,30.886,18.0,6.2
LA,Lafourche Parish,South,3,24.691,39.277,19.874,16.158,17.0,6.3
LA,La Salle Parish,South,6,24.236,42.802,21.919,11.043,19.0,6.6
LA,Lincoln Parish,South,4,12.518,27.549,24.569,35.365,30.0,6.5
LA,Livingston Parish,South,2,16.09,40.219,26.291,17.4,13.0,5.1
LA,Madison Parish,South,7,25.554,40.369,22.06,12.017,41.0,9.0
LA,Morehouse Parish,South,6,19.728,44.249,22.367,13.656,29.0,9.8
LA,Natchitoches Parish,South,6,16.519,32.936,31.798,18.747,32.0,7.0
LA,Orleans Parish,South,1,14.332,22.939,26.552,36.177,24.0,5.9
LA,Ouachita Parish,South,3,14.97,33.46,27.388,24.182,25.0,6.1
LA,Plaquemines Parish,South,1,19.551,38.038,26.602,15.809,15.0,5.3
LA,Pointe Coupee Parish,South,2,20.025,41.205,24.834,13.936,20.0,6.5
LA,Rapides Parish,South,3,15.25,37.549,27.348,19.853,20.0,6.1
LA,Red River Parish,South,8,19.317,44.963,22.178,13.543,26.0,6.1
LA,Richland Parish,South,6,20.525,41.196,24.53,13.749,27.0,7.4
LA,Sabine Parish,South,6,17.533,42.997,25.616,13.854,19.0,6.9
LA,St. Bernard Parish,South,1,18.18,39.513,29.081,13.226,24.0,6.1
LA,St. Charles Parish,South,1,12.831,35.7,30.813,20.656,13.0,5.3
LA,St. Helena Parish,South,2,21.022,45.789,22.595,10.594,25.0,7.6
LA,St. James Parish,South,1,14.487,44.496,26.584,14.432,19.0,7.5
LA,St. John the Baptist Parish,South,1,17.03,36.465,29.625,16.88,19.0,6.8
LA,St. Landry Parish,South,4,23.94,43.463,19.445,13.153,27.0,8.1
LA,St. Martin Parish,South,2,20.899,41.084,24.226,13.791,19.0,7.8
LA,St. Mary Parish,South,4,21.707,47.322,19.987,10.983,22.0,9.4
LA,St. Tammany Parish,South,1,11.238,26.623,30.852,31.287,10.0,5.0
LA,Tangipahoa Parish,South,3,18.635,35.727,25.845,19.794,22.0,6.7
LA,Tensas Parish,South,9,23.32,46.149,21.448,9.083,32.0,9.9
LA,Terrebonne Parish,South,3,22.191,39.819,23.682,14.309,21.0,7.0
LA,Union Parish,South,3,14.781,46.145,26.953,12.121,20.0,6.5
LA,Vermilion Parish,South,2,24.012,41.282,22.39,12.316,20.0,7.7
LA,Vernon Parish,South,5,12.457,37.17,32.6,17.772,15.0,7.3
LA,Washington Parish,South,6,23.531,41.811,22.736,11.922,28.0,7.0
LA,Webster Parish,South,2,18.999,41.028,26.056,13.918,24.0,8.6
LA,West Baton Rouge Parish,South,2,16.175,38.227,25.923,19.675,17.0,5.3
LA,West Carroll Parish,South,9,24.445,42.621,20.55,12.384,24.0,11.9
LA,West Feliciana Parish,South,2,20.717,31.713,25.087,22.482,24.0,5.1
LA,Winn Parish,South,6,20.342,41.567,25.447,12.645,24.0,7.8
ME,Androscoggin County,Northeast,3,10.56,37.48,31.256,20.704,13.0,3.6
ME,Aroostook County,Northeast,7,12.572,38.173,31.161,18.094,16.0,5.7
ME,Cumberland County,Northeast,2,5.49,23.656,26.798,44.056,10.0,2.9
ME,Franklin County,Northeast,6,7.553,36.942,29.747,25.759,14.0,4.4
ME,Hancock County,Northeast,6,6.164,33.197,28.126,32.513,11.0,4.7
ME,Kennebec County,Northeast,4,8.622,35.086,31.027,25.264,14.0,3.6
ME,Knox County,Northeast,7,6.924,34.924,27.927,30.226,11.0,3.6
ME,Lincoln County,Northeast,8,6.79,32.982,27.781,32.447,11.0,3.8
ME,Oxford County,Northeast,6,8.486,45.06,28.303,18.151,13.0,4.8
ME,Penobscot County,Northeast,3,8.778,35.466,31.024,24.731,15.0,4.4
ME,Piscataquis County,Northeast,8,10.262,40.857,32.549,16.332,19.0,5.4
ME,Sagadahoc County,Northeast,2,5.528,30.818,30.165,33.489,9.0,3.0
ME,Somerset County,Northeast,6,12.05,41.788,30.335,15.827,20.0,5.8
ME,Waldo County,Northeast,6,8.072,34.053,28.694,29.182,14.0,4.2
ME,Washington County,Northeast,7,12.018,38.487,29.398,20.096,18.0,6.2
ME,York County,Northeast,2,7.621,31.957,30.357,30.065,8.0,3.4
MD,Allegany County,South,3,10.913,41.939,29.185,17.963,17.0,6.1
MD,Anne Arundel County,South,1,8.089,24.529,28.017,39.365,7.0,3.7
MD,Baltimore County,South,1,9.044,27.188,26.569,37.198,9.0,4.5
MD,Calvert County,South,1,6.707,30.851,33.157,29.286,6.0,3.8
MD,Caroline County,South,6,16.699,41.78,26.224,15.297,15.0,4.7
MD,Carroll County,South,1,7.906,30.603,27.789,33.701,6.0,3.5
MD,Cecil County,South,1,11.858,37.529,28.121,22.492,10.0,5.1
MD,Charles County,South,1,7.181,32.344,33.112,27.363,7.0,4.2
MD,Dorchester County,South,6,14.961,38.537,25.734,20.768,17.0,6.0
MD,Frederick County,South,1,7.445,25.22,27.599,39.736,7.0,3.7
MD,Garrett County,South,6,11.473,42.386,26.899,19.242,13.0,5.5
MD,Harford County,South,1,7.24,27.822,30.471,34.467,7.0,4.1
MD,Howard County,South,1,4.669,14.049,20.237,61.044,5.0,3.2
MD,Kent County,South,6,12.715,32.898,23.844,30.543,14.0,4.7
MD,Montgomery County,South,1,8.836,14.037,19.022,58.105,7.0,3.3
MD,Prince George's County,South,1,14.186,25.872,28.488,31.454,9.0,4.4
MD,Queen Anne's County,South,1,8.439,29.836,26.752,34.974,7.0,3.8
MD,St. Mary's County,South,3,10.119,30.244,29.735,29.902,9.0,4.1
MD,Somerset County,South,2,20.844,41.718,23.462,13.975,24.0,7.0
MD,Talbot County,South,6,10.836,26.221,27.109,35.834,10.0,4.1
MD,Washington County,South,2,13.133,37.95,28.82,20.098,13.0,4.9
MD,Wicomico County,South,2,11.437,33.509,27.677,27.377,18.0,6.0
MD,Worcester County,South,2,10.366,32.295,27.403,29.936,11.0,9.0
MD,Baltimore city,South,1,16.549,29.583,24.149,29.72,22.0,6.3
MA,Barnstable County,Northeast,3,4.608,25.145,29.15,41.096,8.0,4.7
MA,Berkshire County,Northeast,3,9.365,30.736,27.266,32.633,11.0,4.3
MA,Bristol County,Northeast,1,16.259,30.011,27.211,26.519,11.0,4.7
MA,Dukes County,Northeast,7,7.174,24.587,28.454,39.785,8.0,5.0
MA,Essex County,Northeast,1,10.713,25.737,25.51,38.04,11.0,3.8
MA,Franklin County,Northeast,4,7.227,27.555,29.318,35.9,10.0,3.3
MA,Hampden County,Northeast,2,14.627,30.376,28.763,26.234,17.0,5.0
MA,Hampshire County,Northeast,2,5.741,24.306,25.23,44.723,12.0,3.3
MA,Middlesex County,Northeast,1,7.36,20.554,19.081,53.005,8.0,3.0
MA,Nantucket County,Northeast,7,5.331,25.022,27.63,42.017,6.0,4.2
MA,Norfolk County,Northeast,1,6.138,20.919,21.734,51.208,6.0,3.2
MA,Plymouth County,Northeast,1,7.532,28.983,28.467,35.018,8.0,3.9
MA,Suffolk County,Northeast,1,15.205,23.326,18.749,42.721,20.0,3.4
MA,Worcester County,Northeast,2,9.979,28.906,26.289,34.826,10.0,3.9
MI,Alcona County,Midwest,9,11.413,40.213,33.922,14.453,16.0,7.4
MI,Alger County,Midwest,7,10.614,44.265,27.026,18.095,14.0,8.0
MI,Allegan County,Midwest,4,9.868,37.885,30.827,21.419,9.0,3.7
MI,Alpena County,Midwest,7,9.608,33.551,40.066,16.775,16.0,5.7
MI,Antrim County,Midwest,9,9.312,33.146,30.856,26.686,12.0,6.8
MI,Arenac County,Midwest,8,13.653,42.981,31.98,11.386,17.0,8.1
MI,Baraga County,Midwest,9,16.724,42.308,25.319,15.649,17.0,7.9
MI,Barry County,Midwest,2,8.31,37.381,35.393,18.916,8.0,3.8
MI,Bay County,Midwest,3,10.571,35.826,35.489,18.114,15.0,5.2
MI,Benzie County,Midwest,9,8.548,33.477,32.347,25.628,11.0,6.4
MI,Berrien County,Midwest,3,10.929,29.561,32.748,26.763,17.0,4.8
MI,Branch County,Midwest,6,11.935,40.501,33.936,13.627,17.0,4.6
MI,Calhoun County,Midwest,3,9.428,35.749,34.073,20.751,17.0,4.6
MI,Cass County,Midwest,2,12.194,34.703,35.729,17.375,13.0,4.6
MI,Charlevoix County,Midwest,7,7.308,31.871,32.323,28.498,12.0,5.3
MI,Cheboygan County,Midwest,7,11.164,38.308,32.269,18.259,18.0,9.0
MI,Chippewa County,Midwest,7,10.474,37.793,32.022,19.711,16.0,7.4
MI,Clare County,Midwest,6,15.919,39.226,33.485,11.37,22.0,7.2
MI,Clinton County,Midwest,2,6.312,27.967,35.009,30.712,8.0,3.6
MI,Crawford County,Midwest,7,12.019,35.874,35.429,16.678,21.0,7.4
MI,Delta County,Midwest,5,7.412,33.815,38.195,20.578,14.0,6.3
MI,Dickinson County,Midwest,7,6.381,39.03,31.187,23.402,13.0,5.2
MI,Eaton County,Midwest,2,6.381,29.379,39.013,25.227,11.0,4.0
MI,Emmet County,Midwest,7,6.038,25.833,35.247,32.882,12.0,6.2
MI,Genesee County,Midwest,2,10.352,32.329,37.417,19.903,20.0,5.4
MI,Gladwin County,Midwest,6,14.866,40.594,31.148,13.392,18.0,6.8
MI,Gogebic County,Midwest,7,7.26,38.879,36.316,17.545,20.0,6.5
MI,Grand Traverse County,Midwest,5,5.544,26.183,36.602,31.671,10.0,4.1
MI,Gratiot County,Midwest,6,10.439,41.313,33.995,14.253,19.0,5.0
MI,Hillsdale County,Midwest,6,12.94,38.864,31.523,16.674,15.0,4.9
MI,Houghton County,Midwest,5,7.984,34.414,26.64,30.961,20.0,5.9
MI,Huron County,Midwest,7,11.308,43.189,30.585,14.918,14.0,5.0
MI,Ingham County,Midwest,2,7.663,21.614,32.997,37.725,20.0,4.1
MI,Ionia County,Midwest,4,10.683,39.056,34.661,15.601,15.0,4.1
MI,Iosco County,Midwest,7,11.611,39.599,32.535,16.255,18.0,7.1
MI,Iron County,Midwest,7,8.324,44.671,28.865,18.14,15.0,6.5
MI,Isabella County,Midwest,4,8.498,31.224,32.085,28.193,23.0,4.5
MI,Jackson County,Midwest,3,10.233,33.601,35.58,20.586,14.0,4.7
MI,Kalamazoo County,Midwest,2,6.388,22.947,34.564,36.101,17.0,3.9
MI,Kalkaska County,Midwest,7,13.408,40.256,32.727,13.61,15.0,6.9
MI,Kent County,Midwest,2,10.457,24.963,30.922,33.657,12.0,3.4
MI,Keweenaw County,Midwest,9,5.614,34.327,35.205,24.854,12.0,8.4
MI,Lake County,Midwest,9,17.893,42.558,30.5,9.049,22.0,7.3
MI,Lapeer County,Midwest,1,9.774,36.86,35.588,17.777,11.0,6.5
MI,Leelanau County,Midwest,9,5.16,22.234,31.471,41.135,8.0,4.7
MI,Lenawee County,Midwest,4,9.473,36.918,33.676,19.933,13.0,4.5
MI,Livingston County,Midwest,1,4.887,25.763,35.347,34.002,6.0,4.2
MI,Luce County,Midwest,7,11.229,44.081,30.858,13.832,21.0,6.5
MI,Mackinac County,Midwest,7,10.901,35.311,34.68,19.109,14.0,9.4
MI,Macomb County,Midwest,1,10.833,30.442,34.927,23.798,11.0,5.3
MI,Manistee County,Midwest,7,9.658,36.917,33.508,19.917,14.0,6.3
MI,Marquette County,Midwest,5,5.482,31.749,32.719,30.05,15.0,5.6
MI,Mason County,Midwest,7,8.471,34.074,36.693,20.762,15.0,5.6
MI,Mecosta County,Midwest,6,10.69,35.164,32.939,21.207,21.0,5.4
MI,Menominee County,Midwest,7,8.462,43.149,32.532,15.856,13.0,5.6
MI,Midland County,Midwest,3,5.909,29.615,31.591,32.885,10.0,4.5
MI,Missaukee County,Midwest,9,12.295,41.475,32.821,13.409,15.0,5.7
MI,Monroe County,Midwest,3,9.564,36.12,35.516,18.8,10.0,4.3
MI,Montcalm County,Midwest,2,12.435,38.815,36.188,12.562,16.0,5.0
MI,Montmorency County,Midwest,9,12.887,42.211,33.118,11.784,17.0,9.7
MI,Muskegon County,Midwest,3,10.794,34.771,36.412,18.022,19.0,5.2
MI,Newaygo County,Midwest,6,14.194,40.689,30.778,14.339,17.0,4.7
MI,Oakland County,Midwest,1,6.541,19.513,28.925,45.021,9.0,4.2
MI,Oceana County,Midwest,6,14.335,35.62,32.993,17.052,18.0,7.1
MI,Ogemaw County,Midwest,9,14.845,39.546,34.245,11.364,17.0,7.5
MI,Ontonagon County,Midwest,9,8.312,41.559,32.773,17.356,16.0,8.3
MI,Osceola County,Midwest,9,12.545,44.888,29.529,13.039,19.0,5.5
MI,Oscoda County,Midwest,9,16.891,39.017,33.863,10.228,19.0,7.2
MI,Otsego County,Midwest,7,8.471,37.635,33.414,20.48,14.0,5.7
MI,Ottawa County,Midwest,2,8.255,29.177,30.966,31.603,9.0,3.2
MI,Presque Isle County,Midwest,7,11.509,40.421,31.412,16.658,15.0,9.2
MI,Roscommon County,Midwest,7,11.649,39.984,34.429,13.937,18.0,8.1
MI,Saginaw County,Midwest,3,11.529,33.978,33.767,20.726,18.0,5.1
MI,St. Clair County,Midwest,1,10.486,34.951,36.973,17.591,14.0,6.2
MI,St. Joseph County,Midwest,4,14.0,38.936,31.741,15.323,15.0,4.0
MI,Sanilac County,Midwest,6,12.101,43.251,31.536,13.112,16.0,6.0
MI,Schoolcraft County,Midwest,7,10.804,45.785,27.68,15.731,15.0,9.1
MI,Shiawassee County,Midwest,4,8.475,36.659,39.1,15.766,12.0,5.1
MI,Tuscola County,Midwest,6,10.828,42.257,33.066,13.85,14.0,6.1
MI,Van Buren County,Midwest,2,13.514,33.445,32.711,20.33,17.0,5.5
MI,Washtenaw County,Midwest,2,5.316,15.552,25.897,53.236,15.0,3.4
MI,Wayne County,Midwest,1,14.882,30.191,32.589,22.338,23.0,6.4
MI,Wexford County,Midwest,7,11.374,38.227,33.694,16.706,18.0,5.6
MN,Aitkin County,Midwest,8,8.652,39.008,36.341,15.999,13.0,7.0
MN,Anoka County,Midwest,1,6.525,28.11,37.14,28.226,7.0,3.8
MN,Becker County,Midwest,6,7.576,32.765,35.932,23.727,13.0,4.7
MN,Beltrami County,Midwest,7,9.775,27.238,36.189,26.799,18.0,5.3
MN,Benton County,Midwest,3,7.743,32.275,37.776,22.207,9.0,4.5
MN,Big Stone County,Midwest,9,10.407,42.68,30.332,16.581,12.0,4.9
MN,Blue Earth County,Midwest,3,5.782,28.472,34.083,31.663,15.0,3.2
MN,Brown County,Midwest,6,8.866,37.801,32.441,20.892,8.0,4.1
MN,Carlton County,Midwest,2,5.78,36.757,35.476,21.986,10.0,5.4
MN,Carver County,Midwest,1,4.267,20.477,29.213,46.043,4.0,3.3
MN,Cass County,Midwest,9,8.654,34.158,36.318,20.87,16.0,6.7
MN,Chippewa County,Midwest,7,9.946,36.1,37.473,16.481,9.0,4.5
MN,Chisago County,Midwest,1,6.246,34.067,37.656,22.031,7.0,4.4
MN,Clay County,Midwest,3,5.586,26.474,34.93,33.01,12.0,3.5
MN,Clearwater County,Midwest,8,13.533,37.989,33.841,14.637,17.0,9.6
MN,Cook County,Midwest,9,4.373,24.31,31.737,39.58,10.0,4.6
MN,Cottonwood County,Midwest,7,10.124,34.657,35.3,19.919,12.0,7.3
MN,Crow Wing County,Midwest,4,6.519,30.434,38.856,24.19,11.0,5.1
MN,Dakota County,Midwest,1,5.344,21.013,32.92,40.724,6.0,3.4
MN,Dodge County,Midwest,3,5.739,34.246,36.179,23.836,8.0,3.8
MN,Douglas County,Midwest,6,5.162,29.822,39.96,25.056,9.0,3.5
MN,Faribault County,Midwest,6,9.82,40.5,32.729,16.951,12.0,4.4
MN,Fillmore County,Midwest,3,9.222,34.281,36.098,20.399,12.0,4.1
MN,Freeborn County,Midwest,7,11.054,36.111,36.079,16.755,11.0,3.9
MN,Goodhue County,Midwest,4,6.738,33.13,35.785,24.347,8.0,3.8
MN,Grant County,Midwest,9,7.202,33.514,39.703,19.581,12.0,4.7
MN,Hennepin County,Midwest,1,7.174,17.504,27.741,47.581,11.0,3.4
MN,Houston County,Midwest,3,6.398,33.844,37.196,22.562,9.0,4.0
MN,Hubbard County,Midwest,7,7.967,31.943,34.697,25.393,13.0,6.5
MN,Isanti County,Midwest,1,8.835,36.781,36.693,17.69,8.0,4.7
MN,Itasca County,Midwest,6,6.703,30.98,40.061,22.256,13.0,8.7
MN,Jackson County,Midwest,7,7.793,33.049,38.002,21.156,9.0,4.5
MN,Kanabec County,Midwest,6,11.47,40.729,34.047,13.754,13.0,6.6
MN,Kandiyohi County,Midwest,4,11.767,26.501,39.216,22.516,12.0,3.8
MN,Kittson County,Midwest,9,8.173,36.194,34.964,20.669,11.0,4.7
MN,Koochiching County,Midwest,6,8.964,37.085,35.561,18.39,14.0,8.5
MN,Lac qui Parle County,Midwest,9,7.106,38.847,35.709,18.338,10.0,4.3
MN,Lake County,Midwest,6,4.622,33.497,34.64,27.24,9.0,6.5
MN,Lake of the Woods County,Midwest,9,10.309,41.993,30.722,16.976,11.0,4.7
MN,Le Sueur County,Midwest,1,9.236,35.971,33.427,21.366,8.0,4.9
MN,Lincoln County,Midwest,9,8.345,40.49,32.29,18.874,13.0,3.6
MN,Lyon County,Midwest,7,7.606,33.457,32.162,26.775,13.0,3.6
MN,McLeod County,Midwest,6,8.892,36.523,37.272,17.314,7.0,4.5
MN,Mahnomen County,Midwest,8,12.939,35.961,38.489,12.612,18.0,5.7
MN,Marshall County,Midwest,8,10.967,36.653,32.383,19.997,10.0,7.4
MN,Martin County,Midwest,7,9.891,38.763,32.875,18.471,12.0,4.2
MN,Meeker County,Midwest,6,8.049,37.255,35.799,18.897,7.0,4.5
MN,Mille Lacs County,Midwest,1,10.125,37.893,36.364,15.618,12.0,6.0
MN,Morrison County,Midwest,6,10.644,37.894,35.31,16.152,12.0,5.7
MN,Mower County,Midwest,4,13.045,31.641,35.31,20.005,13.0,3.2
MN,Murray County,Midwest,9,9.971,37.492,34.725,17.813,9.0,4.8
MN,Nicollet County,Midwest,3,6.438,27.064,34.237,32.26,8.0,2.8
MN,Nobles County,Midwest,7,22.732,33.245,30.516,13.507,12.0,3.8
MN,Norman County,Midwest,8,9.738,40.929,33.663,15.671,12.0,4.9
MN,Olmsted County,Midwest,3,5.721,20.507,31.779,41.993,9.0,3.0
MN,Otter Tail County,Midwest,6,8.274,30.662,37.007,24.057,11.0,4.4
MN,Pennington County,Midwest,6,8.483,36.037,38.091,17.389,10.0,5.8
MN,Pine County,Midwest,6,10.946,41.281,33.992,13.781,12.0,5.9
MN,Pipestone County,Midwest,6,13.797,34.801,31.491,19.911,11.0,3.9
MN,Polk County,Midwest,3,8.928,30.95,36.251,23.871,15.0,4.4
MN,Pope County,Midwest,8,6.505,33.707,37.318,22.471,9.0,3.6
MN,Ramsey County,Midwest,1,9.708,21.855,27.435,41.002,14.0,3.6
MN,Red Lake County,Midwest,8,7.921,40.932,36.129,15.018,10.0,7.2
MN,Redwood County,Midwest,7,11.457,37.648,33.051,17.844,9.0,4.1
MN,Renville County,Midwest,8,11.549,35.927,37.768,14.756,10.0,5.3
MN,Rice County,Midwest,4,9.946,31.155,31.666,27.232,10.0,3.5
MN,Rock County,Midwest,6,9.934,37.979,31.526,20.561,9.0,2.3
MN,Roseau County,Midwest,7,8.764,35.972,36.592,18.673,8.0,5.1
MN,St. Louis County,Midwest,2,6.494,29.169,36.587,27.75,15.0,5.8
MN,Scott County,Midwest,1,5.103,23.028,33.022,38.847,6.0,3.3
MN,Sherburne County,Midwest,1,5.536,27.191,40.556,26.716,6.0,4.1
MN,Sibley County,Midwest,1,10.25,40.17,32.848,16.732,9.0,4.3
MN,Stearns County,Midwest,3,7.92,29.826,36.306,25.949,12.0,3.8
MN,Steele County,Midwest,5,7.613,35.647,31.953,24.787,9.0,3.6
MN,Stevens County,Midwest,7,8.412,26.758,36.674,28.157,11.0,3.0
MN,Swift County,Midwest,7,11.394,35.454,35.844,17.308,10.0,5.3
MN,Todd County,Midwest,6,12.207,36.699,35.741,15.354,13.0,4.7
MN,Traverse County,Midwest,9,9.252,36.042,36.565,18.142,13.0,3.7
MN,Wabasha County,Midwest,3,6.812,37.135,34.815,21.239,8.0,3.7
MN,Wadena County,Midwest,7,10.659,38.236,38.107,12.998,15.0,6.0
MN,Waseca County,Midwest,6,8.045,36.215,35.881,19.859,9.0,4.3
MN,Washington County,Midwest,1,4.034,21.569,32.097,42.301,5.0,3.4
MN,Watonwan County,Midwest,6,15.105,40.711,27.841,16.344,11.0,5.0
MN,Wilkin County,Midwest,6,7.664,29.404,41.602,21.33,9.0,3.3
MN,Winona County,Midwest,4,7.496,29.172,34.054,29.278,12.0,3.6
MN,Wright County,Midwest,1,5.769,28.78,38.691,26.761,5.0,3.9
MN,Yellow Medicine County,Midwest,9,9.396,36.841,37.527,16.236,10.0,3.9
MS,Adams County,South,5,19.233,34.457,28.233,18.077,31.0,8.3
MS,Alcorn County,South,7,18.611,34.912,29.926,16.551,17.0,5.2
MS,Amite County,South,8,23.418,38.107,26.284,12.19,24.0,7.4
MS,Attala County,South,6,23.079,29.765,32.372,14.784,24.0,6.7
MS,Benton County,South,1,23.77,36.736,28.045,11.449,25.0,6.7
MS,Bolivar County,South,7,25.192,25.164,28.158,21.486,35.0,7.3
MS,Calhoun County,South,9,25.424,34.222,29.424,10.929,22.0,5.4
MS,Carroll County,South,9,19.164,35.895,28.801,16.14,17.0,7.5
MS,Chickasaw County,South,7,27.101,36.882,25.011,11.006,22.0,6.6
MS,Choctaw County,South,9,18.506,36.099,29.977,15.418,23.0,5.7
MS,Claiborne County,South,8,22.437,28.804,29.543,19.215,38.0,11.4
MS,Clarke County,South,9,19.833,35.821,30.266,14.08,21.0,6.8
MS,Clay County,South,7,21.18,32.131,27.757,18.932,24.0,8.1
MS,Coahoma County,South,7,22.475,26.353,33.946,17.226,41.0,8.8
MS,Copiah County,South,2,22.12,31.54,33.474,12.866,27.0,6.5
MS,Covington County,South,8,20.558,38.139,26.871,14.432,24.0,5.5
MS,DeSoto County,South,1,10.82,29.149,36.842,23.188,10.0,4.2
MS,Forrest County,South,3,13.837,28.522,31.969,25.672,25.0,5.7
MS,Franklin County,South,9,15.819,38.0,29.499,16.682,20.0,7.2
MS,George County,South,6,19.707,40.021,27.183,13.089,16.0,7.4
MS,Greene County,South,8,24.789,36.681,30.695,7.834,24.0,7.3
MS,Grenada County,South,7,22.706,29.21,31.253,16.831,23.0,5.2
MS,Hancock County,South,2,15.699,28.356,35.008,20.938,17.0,6.1
MS,Harrison County,South,2,13.56,29.52,35.406,21.514,21.0,5.5
MS,Hinds County,South,2,13.746,25.018,33.208,28.028,21.0,5.4
MS,Holmes County,South,6,25.557,40.56,22.263,11.619,43.0,11.0
MS,Humphreys County,South,6,34.719,27.55,23.786,13.945,39.0,11.4
MS,Issaquena County,South,8,33.491,34.44,23.055,9.013,41.0,14.3
MS,Itawamba County,South,7,24.197,29.92,32.744,13.14,18.0,5.0
MS,Jackson County,South,2,12.307,31.266,35.963,20.465,18.0,6.5
MS,Jasper County,South,9,16.795,37.665,31.877,13.662,23.0,7.7
MS,Jefferson County,South,8,21.471,35.973,24.732,17.825,34.0,14.9
MS,Jefferson Davis County,South,8,20.223,37.937,27.269,14.571,27.0,8.3
MS,Jones County,South,4,19.527,29.277,32.462,18.734,21.0,6.1
MS,Kemper County,South,9,22.227,30.779,35.61,11.384,28.0,8.7
MS,Lafayette County,South,4,10.61,20.871,28.769,39.749,21.0,4.8
MS,Lamar County,South,3,7.916,24.192,31.092,36.8,13.0,4.5
MS,Lauderdale County,South,5,13.827,31.245,35.701,19.228,24.0,5.9
MS,Lawrence County,South,8,20.726,35.935,29.731,13.608,20.0,7.1
MS,Leake County,South,6,23.336,36.901,27.51,12.252,25.0,6.1
MS,Lee County,South,5,16.629,26.761,33.523,23.087,17.0,4.8
