state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,unemployment,poverty_log
TX,Bandera County,South,1,13.176,30.877,31.908,24.039,4.1,2.70805020110221
TX,Bastrop County,South,1,19.424,29.738,32.475,18.362,3.7,2.5649493574615367
TX,Baylor County,South,8,13.067,30.895,29.448,26.59,3.6,2.8903717578961645
TX,Bee County,South,6,28.603,33.857,28.634,8.905,7.5,3.295836866004329
TX,Bell County,South,2,9.69,27.326,39.745,23.239,4.5,2.5649493574615367
TX,Bexar County,South,1,16.576,25.324,31.174,26.926,3.7,2.772588722239781
TX,Blanco County,South,8,10.07,31.885,29.275,28.77,3.1,2.3978952727983707
TX,Borden County,South,8,6.739,23.261,33.478,36.522,3.6,2.3978952727983707
TX,Bosque County,South,6,17.712,34.931,29.676,17.681,4.3,2.772588722239781
TX,Bowie County,South,3,12.537,35.583,33.115,18.765,4.7,2.9444389791664403
TX,Brazoria County,South,1,13.301,26.208,31.768,28.724,5.2,2.302585092994046
TX,Brazos County,South,3,14.364,19.626,26.233,39.777,3.5,3.2188758248682006
TX,Brewster County,South,7,13.637,23.131,27.244,35.988,3.8,2.70805020110221
TX,Briscoe County,South,9,22.522,26.609,27.913,22.957,4.4,2.70805020110221
TX,Brooks County,South,7,29.611,30.275,25.557,14.557,11.8,3.4657359027997265
TX,Brown County,South,5,14.864,36.618,29.993,18.525,4.3,2.833213344056216
TX,Burleson County,South,3,19.581,39.262,26.359,14.798,4.6,2.6390573296152584
TX,Burnet County,South,6,13.87,31.369,31.758,23.003,3.5,2.4849066497880004
TX,Caldwell County,South,1,20.861,36.145,28.291,14.703,4.3,2.833213344056216
TX,Calhoun County,South,6,19.459,33.492,31.633,15.415,5.6,2.772588722239781
TX,Callahan County,South,3,12.032,40.692,32.562,14.714,4.3,2.70805020110221
TX,Cameron County,South,2,34.449,24.992,23.785,16.774,7.2,3.367295829986474
TX,Camp County,South,6,18.807,38.139,28.063,14.991,6.8,2.9444389791664403
TX,Carson County,South,2,7.761,28.051,37.759,26.429,3.3,2.1972245773362196
TX,Cass County,South,6,14.102,45.015,26.439,14.445,7.2,2.833213344056216
TX,Castro County,South,6,29.541,31.795,25.542,13.122,3.1,2.8903717578961645
TX,Chambers County,South,1,16.207,29.195,33.463,21.135,6.1,2.1972245773362196
TX,Cherokee County,South,6,20.441,33.745,28.455,17.358,5.1,2.9444389791664403
TX,Childress County,South,7,14.735,40.558,29.155,15.552,3.0,3.091042453358316
TX,Clay County,South,3,10.708,41.871,31.096,16.325,4.4,2.5649493574615367
TX,Cochran County,South,9,29.973,31.87,28.672,9.485,5.0,3.1780538303479458
TX,Coke County,South,8,14.652,34.845,30.017,20.487,4.2,2.772588722239781
TX,Coleman County,South,6,17.439,40.135,28.218,14.208,5.8,2.995732273553991
TX,Collin County,South,1,6.432,15.335,28.022,50.211,3.5,1.791759469228055
TX,Collingsworth County,South,9,22.964,28.165,31.845,17.026,3.5,2.995732273553991
TX,Colorado County,South,6,18.171,37.482,25.96,18.388,4.7,2.70805020110221
TX,Comal County,South,1,8.473,25.59,31.423,34.514,3.6,2.1972245773362196
TX,Comanche County,South,7,20.075,36.61,26.31,17.005,4.3,2.833213344056216
TX,Concho County,South,8,38.558,27.583,22.369,11.49,3.4,3.258096538021482
TX,Cooke County,South,6,13.878,29.711,34.812,21.6,4.0,2.6390573296152584
TX,Coryell County,South,2,12.439,28.179,44.234,15.147,4.7,2.6390573296152584
TX,Cottle County,South,9,27.757,30.331,25.735,16.176,5.1,3.044522437723423
TX,Crane County,South,6,27.214,30.96,28.951,12.875,8.6,2.302585092994046
TX,Crockett County,South,7,26.316,34.33,28.309,11.045,7.5,2.833213344056216
TX,Crosby County,South,2,27.718,33.403,26.806,12.073,4.4,3.1780538303479458
TX,Culberson County,South,9,35.116,34.917,22.31,7.657,4.1,3.1780538303479458
TX,Dallam County,South,7,27.302,29.566,31.296,11.836,2.2,2.3978952727983707
TX,Dallas County,South,1,21.976,22.534,25.807,29.683,4.0,2.772588722239781
TX,Dawson County,South,7,25.857,36.333,25.183,12.626,5.0,3.044522437723423
TX,Deaf Smith County,South,6,28.199,31.138,26.456,14.207,3.1,2.833213344056216
TX,Delta County,South,8,13.715,35.803,31.92,18.562,3.8,2.9444389791664403
TX,Denton County,South,1,7.959,18.956,30.918,42.168,3.4,2.0794415416798357
TX,DeWitt County,South,6,20.098,38.399,26.884,14.619,5.5,2.8903717578961645
TX,Dickens County,South,8,21.486,31.246,32.965,14.303,4.9,3.091042453358316
TX,Dimmit County,South,6,33.354,31.434,24.699,10.513,7.1,3.332204510175204
TX,Donley County,South,8,12.652,33.913,36.913,16.522,4.1,2.9444389791664403
TX,Duval County,South,7,32.894,33.147,25.077,8.883,10.9,3.258096538021482
TX,Eastland County,South,6,17.206,33.804,34.412,14.578,5.4,2.995732273553991
TX,Ector County,South,3,24.939,28.989,30.918,15.155,6.4,2.6390573296152584
TX,Edwards County,South,9,24.931,28.926,22.176,23.967,4.6,3.1354942159291497
TX,Ellis County,South,1,15.404,28.527,34.121,21.947,3.7,2.302585092994046
TX,El Paso County,South,2,23.549,24.336,30.43,21.685,4.9,3.1354942159291497
TX,Erath County,South,4,16.059,24.182,31.563,28.196,4.1,2.995732273553991
TX,Falls County,South,2,24.324,36.355,27.458,11.863,4.4,3.258096538021482
TX,Fannin County,South,6,16.951,34.745,32.674,15.631,3.8,2.772588722239781
TX,Fayette County,South,6,18.323,37.174,27.411,17.093,3.6,2.3978952727983707
TX,Fisher County,South,8,17.188,32.057,32.315,18.439,4.3,2.772588722239781
TX,Floyd County,South,6,26.816,28.397,28.397,16.391,5.0,3.1354942159291497
TX,Foard County,South,9,19.182,33.962,30.818,16.038,3.7,2.8903717578961645
TX,Fort Bend County,South,1,10.849,17.461,27.049,44.641,5.0,2.0794415416798357
TX,Franklin County,South,7,14.467,30.601,35.947,18.986,4.9,2.772588722239781
TX,Freestone County,South,7,18.928,33.979,35.581,11.512,6.7,2.9444389791664403
TX,Frio County,South,6,37.161,34.315,21.247,7.277,4.9,3.258096538021482
TX,Gaines County,South,7,39.625,28.846,21.057,10.473,3.7,2.70805020110221
TX,Galveston County,South,1,12.431,24.821,33.819,28.928,5.3,2.5649493574615367
TX,Garza County,South,6,42.953,26.934,21.33,8.783,3.9,3.4011973816621555
TX,Gillespie County,South,7,10.731,27.95,27.171,34.148,2.8,2.302585092994046
TX,Glasscock County,South,8,24.848,23.143,26.797,25.213,3.9,2.1972245773362196
TX,Goliad County,South,3,11.24,37.557,35.21,15.992,5.8,2.6390573296152584
TX,Gonzales County,South,6,27.451,33.897,24.908,13.745,4.2,2.833213344056216
TX,Gray County,South,6,19.666,32.329,34.424,13.581,6.9,2.9444389791664403
TX,Grayson County,South,3,12.442,30.862,36.504,20.191,3.8,2.5649493574615367
TX,Gregg County,South,3,16.284,28.52,34.486,20.71,6.1,2.833213344056216
TX,Grimes County,South,6,22.236,35.055,29.538,13.171,6.6,2.833213344056216
TX,Guadalupe County,South,1,11.822,29.884,31.747,26.547,3.6,2.302585092994046
TX,Hale County,South,4,24.577,33.845,25.82,15.758,5.6,3.091042453358316
TX,Hall County,South,9,27.882,27.496,32.079,12.542,6.7,3.258096538021482
TX,Hamilton County,South,6,17.828,33.796,26.894,21.482,4.9,2.70805020110221
TX,Hansford County,South,7,26.028,29.097,24.088,20.787,3.1,2.5649493574615367
TX,Hardeman County,South,9,24.373,32.867,29.283,13.477,3.9,2.8903717578961645
TX,Hardin County,South,2,13.107,38.012,32.8,16.081,6.1,2.3978952727983707
TX,Harris County,South,1,19.839,23.287,26.797,30.076,5.3,2.833213344056216
TX,Harrison County,South,4,17.199,34.199,30.917,17.685,6.0,2.833213344056216
TX,Hartley County,South,7,17.911,36.89,25.108,20.091,2.0,2.302585092994046
TX,Haskell County,South,6,31.535,32.484,22.505,13.475,4.2,3.2188758248682006
TX,Hays County,South,1,11.06,21.938,30.683,36.318,3.3,2.4849066497880004
TX,Hemphill County,South,7,21.329,26.09,29.372,23.209,3.7,2.302585092994046
TX,Henderson County,South,4,17.063,33.765,31.685,17.487,4.7,2.833213344056216
TX,Hidalgo County,South,2,36.724,23.256,22.602,17.417,7.8,3.4339872044851463
TX,Hill County,South,6,19.66,33.528,30.767,16.044,4.4,2.772588722239781
TX,Hockley County,South,6,21.832,28.619,34.839,14.709,4.6,2.833213344056216
TX,Hood County,South,1,11.76,29.916,32.557,25.767,4.7,2.302585092994046
TX,Hopkins County,South,6,17.558,36.751,28.631,17.06,4.0,2.70805020110221
TX,Houston County,South,7,17.604,36.951,30.938,14.507,4.6,3.091042453358316
TX,Howard County,South,4,20.563,33.155,33.657,12.624,5.5,2.8903717578961645
TX,Hudspeth County,South,2,47.813,25.328,19.379,7.48,6.0,3.044522437723423
TX,Hunt County,South,1,17.26,34.263,31.149,17.328,4.3,2.772588722239781
TX,Hutchinson County,South,6,15.108,30.47,39.137,15.285,5.6,2.5649493574615367
TX,Irion County,South,3,8.341,37.998,37.998,15.663,3.2,2.0794415416798357
TX,Jack County,South,6,21.13,41.933,26.159,10.778,4.9,2.833213344056216
TX,Jackson County,South,6,15.933,33.776,33.041,17.25,4.7,2.6390573296152584
TX,Jasper County,South,6,13.243,46.453,29.679,10.626,7.7,2.9444389791664403
TX,Jeff Davis County,South,9,19.381,17.259,24.943,38.417,2.9,2.5649493574615367
TX,Jefferson County,South,2,16.734,33.119,31.375,18.772,7.0,2.995732273553991
TX,Jim Hogg County,South,6,25.137,34.27,29.536,11.057,9.5,3.332204510175204
TX,Jim Wells County,South,4,26.585,36.156,26.546,10.712,10.5,3.1354942159291497
TX,Johnson County,South,1,16.183,33.009,33.063,17.745,4.4,2.3978952727983707
TX,Jones County,South,3,22.748,39.645,26.648,10.959,5.8,3.044522437723423
TX,Karnes County,South,6,23.489,37.484,26.768,12.259,4.9,3.091042453358316
TX,Kaufman County,South,1,15.468,32.888,32.195,19.45,3.8,2.3978952727983707
TX,Kendall County,South,1,7.038,24.151,29.477,39.333,3.2,1.9459101490553132
TX,Kenedy County,South,9,42.407,28.367,17.765,11.461,4.6,2.772588722239781
TX,Kent County,South,9,21.687,29.719,24.699,23.896,3.0,2.4849066497880004
TX,Kerr County,South,4,13.442,27.856,32.5,26.202,3.6,2.70805020110221
TX,Kimble County,South,7,16.922,33.96,32.138,16.98,3.8,2.9444389791664403
TX,King County,South,9,19.431,37.441,19.905,23.223,4.0,2.3978952727983707
TX,Kinney County,South,7,32.788,27.992,26.004,13.216,5.8,2.995732273553991
TX,Kleberg County,South,4,22.577,21.694,30.46,25.269,6.7,3.1354942159291497
TX,Knox County,South,9,19.888,33.466,28.315,18.331,4.2,3.044522437723423
TX,Lamar County,South,5,15.496,33.77,34.041,16.693,4.6,2.995732273553991
TX,Lamb County,South,6,25.828,31.012,25.711,17.449,6.5,3.091042453358316
TX,Lampasas County,South,2,11.361,26.275,41.821,20.544,4.2,2.6390573296152584
TX,La Salle County,South,6,36.288,35.493,13.587,14.632,5.2,3.258096538021482
TX,Lavaca County,South,6,17.002,41.705,25.106,16.187,4.2,2.5649493574615367
TX,Lee County,South,6,17.74,36.952,28.276,17.031,3.8,2.5649493574615367
TX,Leon County,South,8,15.467,37.973,29.833,16.727,6.5,2.8903717578961645
TX,Liberty County,South,1,23.814,39.082,27.066,10.038,7.5,2.772588722239781
TX,Limestone County,South,6,21.147,33.748,30.176,14.929,5.6,3.044522437723423
TX,Lipscomb County,South,9,19.86,33.582,28.847,17.712,4.4,2.4849066497880004
TX,Live Oak County,South,8,20.84,35.235,32.84,11.085,5.9,2.833213344056216
TX,Llano County,South,7,13.536,26.757,33.091,26.616,4.2,2.5649493574615367
TX,Loving County,South,9,25.373,31.343,40.299,2.985,4.7,2.5649493574615367
TX,Lubbock County,South,2,14.858,25.506,31.658,27.979,3.4,2.9444389791664403
TX,Lynn County,South,2,22.091,33.109,27.559,17.241,4.0,2.8903717578961645
TX,McCulloch County,South,7,22.524,32.12,29.288,16.069,4.5,2.8903717578961645
TX,McLennan County,South,2,16.165,28.467,33.148,22.221,4.0,2.9444389791664403
TX,McMullen County,South,9,18.565,34.599,30.591,16.245,2.1,2.4849066497880004
TX,Madison County,South,6,22.441,36.925,28.38,12.254,5.1,2.833213344056216
TX,Marion County,South,8,19.747,39.533,28.023,12.697,7.0,3.1354942159291497
TX,Martin County,South,3,22.695,30.612,27.414,19.28,4.4,2.5649493574615367
TX,Mason County,South,9,10.874,33.721,31.752,23.653,3.6,2.5649493574615367
TX,Matagorda County,South,4,22.274,33.428,29.05,15.247,7.3,2.833213344056216
TX,Maverick County,South,5,41.335,20.997,25.982,11.686,11.2,3.1780538303479458
TX,Medina County,South,1,17.509,31.671,31.388,19.431,4.4,2.6390573296152584
TX,Menard County,South,9,21.114,36.01,27.785,15.091,4.5,3.044522437723423
TX,Midland County,South,3,16.552,24.49,32.73,26.228,4.4,2.302585092994046
TX,Milam County,South,6,19.705,36.731,27.897,15.667,5.2,2.772588722239781
TX,Mills County,South,9,16.873,27.094,33.263,22.77,4.1,2.772588722239781
TX,Mitchell County,South,7,25.211,33.886,29.808,11.095,7.0,3.091042453358316
TX,Montague County,South,6,17.851,35.584,31.799,14.765,4.9,2.833213344056216
TX,Montgomery County,South,1,13.226,24.086,29.727,32.962,4.9,2.3978952727983707
TX,Moore County,South,7,36.075,25.195,25.234,13.496,3.0,2.4849066497880004
TX,Morris County,South,6,13.139,37.856,32.526,16.478,10.9,2.995732273553991
TX,Motley County,South,9,11.598,34.795,36.209,17.397,3.6,2.8903717578961645
TX,Nacogdoches County,South,5,18.763,28.078,27.916,25.243,4.7,3.2188758248682006
TX,Navarro County,South,4,23.23,30.217,30.821,15.732,4.2,2.8903717578961645
TX,Newton County,South,2,13.335,49.855,29.319,7.491,7.9,3.1354942159291497
TX,Nolan County,South,6,19.875,33.725,33.745,12.654,4.8,2.8903717578961645
TX,Nueces County,South,2,18.698,28.361,32.489,20.452,5.6,2.70805020110221
TX,Ochiltree County,South,7,24.069,30.126,29.43,16.375,5.2,2.3978952727983707
TX,Oldham County,South,2,15.185,25.419,33.473,25.923,3.0,2.6390573296152584
TX,Orange County,South,2,10.811,39.268,34.747,15.174,6.7,2.6390573296152584
TX,Palo Pinto County,South,6,17.317,35.42,31.419,15.844,5.5,2.772588722239781
TX,Panola County,South,6,15.732,32.212,37.862,14.194,7.2,2.772588722239781
TX,Parker County,South,1,10.735,27.547,34.693,27.025,4.1,2.1972245773362196
TX,Parmer County,South,7,31.391,30.991,21.599,16.02,2.5,2.772588722239781
TX,Pecos County,South,7,31.18,34.4,24.825,9.594,5.9,2.833213344056216
TX,Polk County,South,6,19.464,38.54,30.031,11.965,6.3,2.995732273553991
TX,Potter County,South,2,23.553,28.866,33.012,14.569,3.3,3.091042453358316
TX,Presidio County,South,7,43.207,18.723,13.048,25.021,10.7,3.1780538303479458
TX,Rains County,South,8,18.132,41.014,31.402,9.452,4.0,2.70805020110221
TX,Randall County,South,2,8.912,22.198,38.463,30.426,2.9,2.1972245773362196
TX,Reagan County,South,6,28.498,35.666,24.36,11.476,6.2,2.4849066497880004
TX,Real County,South,9,19.654,26.218,30.971,23.157,5.7,2.8903717578961645
TX,Red River County,South,6,19.558,38.814,28.214,13.414,5.8,2.833213344056216
TX,Reeves County,South,7,39.012,26.407,23.391,11.191,5.3,3.2188758248682006
TX,Refugio County,South,6,20.225,36.55,32.429,10.796,6.6,2.772588722239781
TX,Roberts County,South,9,6.139,29.079,33.279,31.502,4.5,1.9459101490553132
TX,Robertson County,South,3,17.438,35.299,29.907,17.356,5.1,2.9444389791664403
TX,Rockwall County,South,1,8.089,22.187,31.774,37.951,3.5,1.6094379124341003
TX,Runnels County,South,6,21.18,36.289,24.401,18.13,3.9,2.833213344056216
TX,Rusk County,South,3,20.727,32.053,32.51,14.71,5.8,2.772588722239781
TX,Sabine County,South,8,14.643,44.795,27.622,12.939,9.4,2.8903717578961645
TX,San Augustine County,South,9,19.458,43.42,25.613,11.508,8.9,3.1780538303479458
TX,San Jacinto County,South,8,17.248,45.593,27.153,10.005,6.3,2.8903717578961645
TX,San Patricio County,South,2,21.922,31.557,32.064,14.457,7.5,2.772588722239781
TX,San Saba County,South,7,25.479,31.735,28.236,14.549,3.4,2.995732273553991
TX,Schleicher County,South,8,23.712,24.579,32.585,19.123,5.2,2.833213344056216
TX,Scurry County,South,7,19.29,32.909,32.372,15.429,5.9,2.70805020110221
TX,Shackelford County,South,8,15.533,29.185,30.125,25.157,3.8,2.70805020110221
TX,Shelby County,South,7,24.645,35.649,24.407,15.299,6.0,3.044522437723423
TX,Sherman County,South,9,25.709,26.333,26.382,21.576,2.9,2.5649493574615367
TX,Smith County,South,3,15.336,25.172,34.821,24.67,4.5,2.772588722239781
TX,Somervell County,South,1,17.272,30.407,33.159,19.163,4.8,2.3978952727983707
TX,Starr County,South,4,51.479,23.88,15.364,9.277,13.3,3.6888794541139363
TX,Stephens County,South,7,22.86,33.765,26.454,16.92,5.3,3.044522437723423
TX,Sterling County,South,8,14.25,36.948,25.095,23.707,3.9,2.5649493574615367
TX,Stonewall County,South,9,20.542,40.181,25.734,13.544,4.4,2.772588722239781
TX,Sutton County,South,7,23.353,28.205,31.598,16.844,7.9,2.6390573296152584
TX,Swisher County,South,6,19.48,37.155,28.546,14.818,4.2,3.091042453358316
TX,Tarrant County,South,1,14.774,23.679,30.812,30.735,4.0,2.6390573296152584
TX,Taylor County,South,3,13.151,29.919,32.812,24.118,3.7,2.833213344056216
TX,Terrell County,South,9,23.611,31.79,27.623,16.975,4.0,2.9444389791664403
TX,Terry County,South,6,30.811,31.084,25.974,12.131,4.8,3.091042453358316
TX,Throckmorton County,South,9,19.432,31.411,29.281,19.876,3.5,2.70805020110221
TX,Titus County,South,7,27.856,29.112,27.881,15.151,6.2,2.70805020110221
TX,Tom Green County,South,3,16.725,29.518,31.324,22.432,4.5,2.5649493574615367
TX,Travis County,South,1,11.842,17.014,24.698,46.447,3.2,2.4849066497880004
TX,Trinity County,South,7,16.325,40.217,31.278,12.18,6.1,2.995732273553991
TX,Tyler County,South,6,15.56,42.816,30.3,11.324,7.3,2.8903717578961645
TX,Upshur County,South,3,16.603,32.778,34.836,15.784,6.4,2.70805020110221
TX,Upton County,South,8,24.628,37.639,27.835,9.898,5.3,2.6390573296152584
TX,Uvalde County,South,6,30.7,22.189,32.183,14.928,5.3,3.2188758248682006
TX,Val Verde County,South,5,33.059,25.525,23.952,17.465,6.2,3.044522437723423
TX,Van Zandt County,South,6,17.699,35.094,30.907,16.3,4.3,2.70805020110221
TX,Victoria County,South,3,16.372,31.709,33.072,18.848,5.4,2.6390573296152584
TX,Walker County,South,4,17.441,36.583,26.475,19.501,5.2,3.091042453358316
TX,Waller County,South,1,21.621,30.514,29.121,18.745,5.6,2.833213344056216
TX,Ward County,South,6,23.015,34.564,28.323,14.099,5.7,2.5649493574615367
TX,Washington County,South,6,17.421,31.399,29.133,22.047,5.1,2.6390573296152584
TX,Webb County,South,2,34.323,25.582,22.64,17.454,4.9,3.4657359027997265
TX,Wharton County,South,4,21.99,33.77,29.713,14.527,5.0,2.833213344056216
TX,Wheeler County,South,9,19.679,31.296,34.905,14.12,4.7,2.5649493574615367
TX,Wichita County,South,3,13.979,31.919,31.928,22.174,4.3,2.833213344056216
TX,Wilbarger County,South,6,21.99,31.549,30.917,15.545,4.7,2.772588722239781
TX,Willacy County,South,6,36.879,34.809,19.665,8.647,12.2,3.6375861597263857
TX,Williamson County,South,1,7.122,20.557,32.917,39.403,3.4,1.791759469228055
TX,Wilson County,South,1,15.086,35.094,30.523,19.296,3.9,2.302585092994046
TX,Winkler County,South,6,31.932,28.748,29.008,10.312,7.7,2.70805020110221
TX,Wise County,South,1,15.375,35.541,32.176,16.907,4.7,2.4849066497880004
TX,Wood County,South,6,14.869,33.824,34.17,17.138,5.3,2.5649493574615367
TX,Yoakum County,South,7,28.571,29.228,24.384,17.816,4.8,2.4849066497880004
TX,Young County,South,7,18.351,34.304,28.754,18.592,4.4,2.70805020110221
TX,Zapata County,South,6,49.674,22.61,19.398,8.319,10.8,3.367295829986474
TX,Zavala County,South,7,40.841,27.795,22.233,9.13,13.9,3.5263605246161616
UT,Beaver County,West,7,8.661,37.209,32.772,21.358,4.9,2.1972245773362196
UT,Box Elder County,West,2,7.033,32.08,39.505,21.381,3.5,2.302585092994046
UT,Cache County,West,3,6.989,21.658,35.03,36.323,3.0,2.5649493574615367
UT,Carbon County,West,7,12.056,27.218,45.245,15.482,5.9,2.70805020110221
UT,Daggett County,West,9,4.906,40.0,40.566,14.528,5.2,2.0794415416798357
UT,Davis County,West,2,4.471,21.22,38.901,35.408,3.1,1.791759469228055
UT,Duchesne County,West,7,12.685,35.974,37.224,14.117,8.9,2.6390573296152584
UT,Emery County,West,7,8.008,32.718,45.824,13.45,6.3,2.4849066497880004
UT,Garfield County,West,9,9.254,34.466,36.195,20.085,8.4,2.3978952727983707
UT,Grand County,West,7,8.479,27.328,37.044,27.149,5.9,2.5649493574615367
UT,Iron County,West,4,7.925,24.276,39.531,28.268,4.3,2.8903717578961645
UT,Juab County,West,2,7.89,36.552,38.662,16.895,3.6,2.3978952727983707
UT,Kane County,West,6,5.042,29.952,39.676,25.33,3.8,2.3978952727983707
UT,Millard County,West,7,10.335,31.111,38.748,19.806,3.3,2.3978952727983707
UT,Morgan County,West,2,2.134,21.597,38.235,38.034,3.0,1.3862943611198906
UT,Piute County,West,9,16.99,37.109,25.186,20.715,5.9,2.8903717578961645
UT,Rich County,West,8,3.907,36.469,39.219,20.405,3.2,2.1972245773362196
UT,Salt Lake County,West,1,10.238,22.673,34.288,32.801,3.2,2.1972245773362196
UT,San Juan County,West,7,15.836,31.763,34.919,17.482,8.1,3.4339872044851463
UT,Sanpete County,West,6,10.807,27.19,42.534,19.469,4.0,2.833213344056216
UT,Sevier County,West,7,10.557,31.008,41.931,16.504,4.4,2.6390573296152584
UT,Summit County,West,4,5.847,15.54,26.495,52.118,3.1,1.791759469228055
UT,Tooele County,West,1,8.361,32.026,38.84,20.773,3.8,2.0794415416798357
UT,Uintah County,West,7,13.189,34.741,37.164,14.906,9.3,2.3978952727983707
UT,Utah County,West,2,6.377,16.589,38.897,38.138,3.1,2.3978952727983707
UT,Wasatch County,West,6,7.726,18.549,36.784,36.941,3.4,1.791759469228055
UT,Washington County,West,3,7.16,24.025,41.225,27.589,3.7,2.5649493574615367
UT,Wayne County,West,9,7.937,23.924,39.016,29.122,7.8,2.70805020110221
UT,Weber County,West,2,9.911,29.291,37.496,23.301,3.8,2.3978952727983707
VT,Addison County,Northeast,6,7.484,31.958,24.783,35.774,3.0,2.302585092994046
VT,Bennington County,Northeast,6,9.423,30.277,26.707,33.593,3.8,2.6390573296152584
VT,Caledonia County,Northeast,7,9.377,36.357,26.596,27.669,4.2,2.6390573296152584
VT,Chittenden County,Northeast,3,6.127,20.316,24.159,49.398,2.5,2.302585092994046
VT,Essex County,Northeast,9,15.736,44.139,24.259,15.865,5.0,2.772588722239781
VT,Franklin County,Northeast,3,10.298,37.776,28.47,23.456,3.1,2.3978952727983707
VT,Grand Isle County,Northeast,3,6.301,28.413,30.397,34.889,3.7,2.1972245773362196
VT,Lamoille County,Northeast,8,8.194,26.614,28.83,36.361,4.2,2.4849066497880004
VT,Orange County,Northeast,9,8.273,35.32,26.214,30.192,3.1,2.3978952727983707
VT,Orleans County,Northeast,7,12.921,38.696,26.24,22.143,5.3,2.772588722239781
VT,Rutland County,Northeast,4,9.103,34.608,27.094,29.196,3.8,2.5649493574615367
VT,Washington County,Northeast,4,6.36,28.632,24.547,40.461,3.2,2.3978952727983707
VT,Windham County,Northeast,7,8.547,30.59,25.598,35.265,3.3,2.5649493574615367
VT,Windsor County,Northeast,7,7.553,31.48,25.79,35.178,2.9,2.302585092994046
VA,Accomack County,South,8,19.497,40.491,21.677,18.335,4.9,2.995732273553991
VA,Albemarle County,South,3,8.613,17.811,22.043,51.534,3.6,2.1972245773362196
VA,Alleghany County,South,6,15.538,38.003,30.171,16.288,5.1,2.70805020110221
VA,Amelia County,South,1,18.747,36.822,30.356,14.074,4.3,2.302585092994046
VA,Amherst County,South,2,17.253,34.906,28.962,18.88,4.4,2.6390573296152584
VA,Appomattox County,South,2,16.435,35.386,28.629,19.55,4.7,2.6390573296152584
VA,Arlington County,South,1,6.236,8.193,11.906,73.665,2.6,2.0794415416798357
VA,Augusta County,South,3,13.471,38.562,24.646,23.32,3.7,2.1972245773362196
VA,Bath County,South,8,12.656,41.24,30.669,15.436,3.7,2.4849066497880004
VA,Bedford County,South,2,11.098,30.597,30.501,27.804,4.1,2.302585092994046
VA,Bland County,South,8,10.823,37.721,35.281,16.175,5.3,2.6390573296152584
VA,Botetourt County,South,2,8.401,33.815,30.449,27.336,3.7,2.0794415416798357
VA,Brunswick County,South,6,22.72,37.831,27.062,12.387,6.0,3.1354942159291497
VA,Buchanan County,South,9,29.973,35.184,24.906,9.937,10.8,3.2188758248682006
VA,Buckingham County,South,3,22.476,42.003,23.619,11.902,5.5,2.8903717578961645
VA,Campbell County,South,2,14.587,33.995,31.052,20.366,4.5,2.5649493574615367
VA,Caroline County,South,1,16.589,37.545,27.079,18.787,4.5,2.302585092994046
VA,Carroll County,South,7,19.623,34.906,32.656,12.814,5.2,2.772588722239781
VA,Charles City County,South,1,22.738,40.631,23.894,12.736,4.6,2.4849066497880004
VA,Charlotte County,South,8,20.028,41.117,25.813,13.042,5.1,3.044522437723423
VA,Chesterfield County,South,1,8.568,23.755,29.987,37.69,3.9,1.9459101490553132
VA,Clarke County,South,1,12.578,28.924,28.511,29.987,3.6,2.0794415416798357
VA,Craig County,South,2,12.927,46.167,27.953,12.952,4.8,2.5649493574615367
VA,Culpeper County,South,1,16.357,32.268,29.049,22.326,3.9,2.302585092994046
VA,Cumberland County,South,8,20.59,35.701,28.584,15.125,4.7,2.8903717578961645
VA,Dickenson County,South,9,26.152,33.985,29.15,10.713,10.0,3.258096538021482
VA,Dinwiddie County,South,1,18.871,36.543,27.657,16.929,4.9,2.5649493574615367
VA,Essex County,South,6,17.879,37.429,28.04,16.652,4.9,2.5649493574615367
VA,Fairfax County,South,1,8.282,12.712,18.746,60.26,3.3,1.791759469228055
VA,Fauquier County,South,1,8.549,28.103,29.804,33.543,3.5,1.791759469228055
VA,Floyd County,South,3,16.534,35.354,30.395,17.717,4.1,2.6390573296152584
VA,Fluvanna County,South,3,10.659,26.503,31.832,31.005,3.4,2.0794415416798357
VA,Franklin County,South,2,14.597,33.418,31.335,20.65,4.3,2.5649493574615367
VA,Frederick County,South,3,11.904,31.155,28.116,28.825,3.5,1.9459101490553132
VA,Giles County,South,3,14.845,39.258,30.039,15.858,5.4,2.4849066497880004
VA,Gloucester County,South,1,10.172,33.091,34.186,22.551,3.7,2.1972245773362196
VA,Goochland County,South,1,9.435,27.802,26.691,36.071,3.8,1.791759469228055
VA,Grayson County,South,9,20.793,40.189,28.359,10.659,5.2,2.833213344056216
VA,Greene County,South,3,16.513,32.418,26.645,24.424,3.3,2.0794415416798357
VA,Greensville County,South,6,23.418,41.917,26.166,8.499,5.1,3.2188758248682006
VA,Halifax County,South,6,20.998,35.198,27.979,15.825,5.9,2.9444389791664403
VA,Hanover County,South,1,7.382,26.698,29.243,36.677,3.5,1.791759469228055
VA,Henrico County,South,1,9.09,22.656,27.439,40.815,3.9,2.1972245773362196
VA,Henry County,South,4,20.799,33.432,34.207,11.562,5.6,2.8903717578961645
VA,Highland County,South,8,15.918,39.794,21.873,22.415,3.1,2.5649493574615367
VA,Isle of Wight County,South,1,13.366,27.267,31.997,27.369,4.4,2.302585092994046
