state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,unemployment,poverty_log
VA,James City County,South,1,6.134,19.528,26.569,47.768,3.9,1.9459101490553132
VA,King and Queen County,South,8,14.526,41.143,25.108,19.223,4.2,2.5649493574615367
VA,King George County,South,6,7.153,26.967,31.42,34.46,4.3,1.9459101490553132
VA,King William County,South,1,11.656,38.117,31.617,18.609,3.8,2.0794415416798357
VA,Lancaster County,South,9,10.697,30.768,28.79,29.745,5.7,2.6390573296152584
VA,Lee County,South,8,24.571,34.687,29.109,11.633,6.9,3.4011973816621555
VA,Loudoun County,South,1,6.534,13.192,21.434,58.84,3.2,1.3862943611198906
VA,Louisa County,South,8,16.359,35.904,25.812,21.925,3.9,2.4849066497880004
VA,Lunenburg County,South,9,24.236,35.542,28.466,11.756,4.7,2.995732273553991
VA,Madison County,South,8,14.155,35.888,24.312,25.645,3.2,2.3978952727983707
VA,Mathews County,South,1,8.541,33.678,31.199,26.582,4.0,2.302585092994046
VA,Mecklenburg County,South,7,20.054,32.797,30.018,17.131,5.7,2.772588722239781
VA,Middlesex County,South,8,11.409,32.417,32.803,23.372,3.9,2.6390573296152584
VA,Montgomery County,South,3,8.66,22.063,23.264,46.013,4.2,2.995732273553991
VA,Nelson County,South,3,13.636,34.043,22.268,30.053,3.6,2.5649493574615367
VA,New Kent County,South,1,8.231,33.027,32.784,25.958,3.4,1.791759469228055
VA,Northampton County,South,8,20.711,32.103,25.705,21.481,5.9,2.995732273553991
VA,Northumberland County,South,9,10.349,31.212,31.378,27.06,5.5,2.5649493574615367
VA,Nottoway County,South,6,25.077,36.549,23.134,15.241,4.0,3.1354942159291497
VA,Orange County,South,6,10.626,33.834,29.602,25.937,4.1,2.1972245773362196
VA,Page County,South,6,20.751,44.129,22.219,12.9,5.6,2.772588722239781
VA,Patrick County,South,8,20.349,35.255,30.795,13.6,4.9,2.8903717578961645
VA,Pittsylvania County,South,4,17.761,36.076,31.541,14.623,4.8,2.6390573296152584
VA,Powhatan County,South,1,9.435,29.973,32.095,28.497,3.6,1.9459101490553132
VA,Prince Edward County,South,6,16.949,34.585,25.262,23.203,5.4,3.1354942159291497
VA,Prince George County,South,1,11.51,32.96,33.468,22.062,4.9,2.302585092994046
VA,Prince William County,South,1,10.972,21.253,28.324,39.451,3.7,1.9459101490553132
VA,Pulaski County,South,3,15.872,33.912,31.999,18.216,6.0,2.6390573296152584
VA,Rappahannock County,South,1,12.811,26.516,28.252,32.421,3.6,2.302585092994046
VA,Richmond County,South,9,19.434,40.949,26.187,13.43,3.7,2.9444389791664403
VA,Roanoke County,South,2,8.357,25.784,31.767,34.092,3.6,1.9459101490553132
VA,Rockbridge County,South,6,13.76,37.403,23.714,25.123,4.4,2.4849066497880004
VA,Rockingham County,South,3,17.958,35.001,22.479,24.562,3.5,2.302585092994046
VA,Russell County,South,7,21.765,35.532,29.586,13.117,6.5,2.833213344056216
VA,Scott County,South,2,20.712,38.094,28.634,12.561,4.9,2.995732273553991
VA,Shenandoah County,South,6,14.288,39.71,26.572,19.43,3.8,2.3978952727983707
VA,Smyth County,South,7,17.45,38.334,29.426,14.79,5.9,2.8903717578961645
VA,Southampton County,South,6,17.44,34.564,31.908,16.089,4.0,2.772588722239781
VA,Spotsylvania County,South,1,10.421,31.365,28.618,29.596,4.1,1.9459101490553132
VA,Stafford County,South,1,6.461,23.13,33.076,37.333,4.0,1.791759469228055
VA,Surry County,South,8,16.445,30.085,30.65,22.821,5.3,2.5649493574615367
VA,Sussex County,South,1,27.731,39.279,21.728,11.262,6.3,3.1354942159291497
VA,Tazewell County,South,5,21.235,34.625,29.578,14.561,7.6,2.8903717578961645
VA,Warren County,South,1,14.067,37.748,28.138,20.047,4.1,2.302585092994046
VA,Washington County,South,2,15.914,32.152,27.157,24.777,4.6,2.70805020110221
VA,Westmoreland County,South,6,15.012,34.995,28.801,21.191,4.6,2.70805020110221
VA,Wise County,South,7,24.759,32.74,28.077,14.425,8.6,3.1780538303479458
VA,Wythe County,South,6,17.787,37.158,28.464,16.59,5.8,2.6390573296152584
VA,York County,South,1,6.176,19.5,31.1,43.225,3.9,1.6094379124341003
VA,Alexandria city,South,1,8.62,11.911,17.38,62.089,2.9,2.3978952727983707
VA,Bristol city,South,2,16.448,33.923,26.196,23.433,5.1,3.1780538303479458
VA,Buena Vista city,South,6,18.842,40.591,24.413,16.154,5.1,2.772588722239781
VA,Charlottesville city,South,3,9.678,21.619,18.665,50.039,3.4,3.1354942159291497
VA,Chesapeake city,South,1,8.648,25.96,35.016,30.375,4.3,2.1972245773362196
VA,Colonial Heights city,South,1,10.992,34.756,32.389,21.862,4.5,2.302585092994046
VA,Covington city,South,6,15.145,41.458,32.126,11.27,5.9,2.772588722239781
VA,Danville city,South,4,20.232,28.139,33.419,18.21,6.1,3.091042453358316
VA,Emporia city,South,6,23.087,36.361,25.223,15.328,6.5,3.1354942159291497
VA,Fairfax city,South,1,8.166,16.146,20.96,54.727,3.1,1.9459101490553132
VA,Falls Church city,South,1,2.048,6.464,11.278,80.21,2.8,1.3862943611198906
VA,Franklin city,South,6,18.8,27.766,31.044,22.39,6.1,2.8903717578961645
VA,Fredericksburg city,South,1,8.722,25.017,23.964,42.297,4.8,2.70805020110221
VA,Galax city,South,7,23.437,37.664,29.265,9.634,5.0,3.044522437723423
VA,Hampton city,South,1,9.861,27.573,38.565,24.001,5.8,2.772588722239781
VA,Harrisonburg city,South,3,14.933,26.15,22.669,36.248,4.9,3.332204510175204
VA,Hopewell city,South,1,19.082,36.714,29.818,14.386,6.6,3.044522437723423
VA,Lexington city,South,6,14.962,17.805,22.345,44.887,6.2,3.091042453358316
VA,Lynchburg city,South,2,11.784,25.539,29.389,33.289,5.2,2.8903717578961645
VA,Manassas city,South,1,18.49,25.57,25.864,30.076,3.6,2.302585092994046
VA,Manassas Park city,South,1,17.534,27.365,24.68,30.421,3.7,2.0794415416798357
VA,Martinsville city,South,4,20.903,29.224,31.592,18.281,7.1,3.1354942159291497
VA,Newport News city,South,1,10.794,27.802,36.682,24.723,5.2,2.70805020110221
VA,Norfolk city,South,1,12.488,26.484,34.416,26.612,5.3,3.044522437723423
VA,Norton city,South,7,17.214,23.179,42.286,17.321,6.9,3.1354942159291497
VA,Petersburg city,South,1,21.323,33.009,29.079,16.588,7.9,3.2188758248682006
VA,Poquoson city,South,1,5.204,25.009,30.001,39.786,3.5,1.6094379124341003
VA,Portsmouth city,South,1,15.104,29.474,34.35,21.072,6.2,2.8903717578961645
VA,Radford city,South,3,10.4,23.633,31.881,34.086,5.5,3.295836866004329
VA,Richmond city,South,1,15.997,22.772,24.54,36.691,4.7,3.258096538021482
VA,Roanoke city,South,2,14.788,31.813,30.494,22.905,4.3,3.091042453358316
VA,Salem city,South,2,10.515,30.15,32.436,26.898,4.0,2.1972245773362196
VA,Staunton city,South,3,11.841,28.788,25.701,33.67,3.9,2.5649493574615367
VA,Suffolk city,South,1,11.963,28.058,33.388,26.591,4.7,2.4849066497880004
VA,Virginia Beach city,South,1,6.791,22.3,36.667,34.242,4.0,2.0794415416798357
VA,Waynesboro city,South,3,13.729,34.852,28.789,22.63,4.2,2.70805020110221
VA,Williamsburg city,South,1,5.316,14.526,23.449,56.709,5.6,3.044522437723423
VA,Winchester city,South,3,16.515,27.943,24.272,31.271,4.0,2.70805020110221
WA,Adams County,West,6,33.935,26.478,25.8,13.788,6.4,2.995732273553991
WA,Asotin County,West,3,10.008,29.116,39.861,21.014,4.9,2.70805020110221
WA,Benton County,West,2,10.359,24.586,35.642,29.413,6.2,2.3978952727983707
WA,Chelan County,West,3,17.382,28.602,28.705,25.311,5.7,2.4849066497880004
WA,Clallam County,West,5,8.079,26.851,40.813,24.257,7.5,2.70805020110221
WA,Clark County,West,1,8.292,25.178,38.647,27.883,6.0,2.1972245773362196
WA,Columbia County,West,3,10.071,25.921,38.594,25.414,6.5,2.6390573296152584
WA,Cowlitz County,West,3,12.048,30.967,41.127,15.858,7.1,2.772588722239781
WA,Douglas County,West,3,18.925,28.789,34.588,17.697,6.8,2.5649493574615367
WA,Ferry County,West,9,12.527,31.541,37.867,18.065,10.2,3.044522437723423
WA,Franklin County,West,2,26.422,25.947,31.816,15.815,7.3,2.70805020110221
WA,Garfield County,West,8,3.578,31.716,40.509,24.196,5.8,2.6390573296152584
WA,Grant County,West,5,24.889,26.407,33.087,15.616,7.1,2.772588722239781
WA,Grays Harbor County,West,4,11.755,33.396,39.543,15.307,8.2,2.70805020110221
WA,Island County,West,4,5.235,22.845,40.228,31.692,5.8,2.1972245773362196
WA,Jefferson County,West,6,5.495,22.085,33.64,38.781,7.0,2.4849066497880004
WA,King County,West,1,7.543,16.002,27.399,49.056,3.9,2.1972245773362196
WA,Kitsap County,West,2,5.679,22.621,40.549,31.151,5.5,2.302585092994046
WA,Kittitas County,West,4,9.447,24.85,31.047,34.656,5.9,2.8903717578961645
WA,Klickitat County,West,6,13.463,27.697,34.422,24.417,6.7,2.772588722239781
WA,Lewis County,West,4,12.93,30.894,40.666,15.51,7.7,2.70805020110221
WA,Lincoln County,West,8,8.662,31.226,38.137,21.976,5.5,2.5649493574615367
WA,Mason County,West,4,12.619,31.729,37.086,18.567,7.5,2.70805020110221
WA,Okanogan County,West,6,17.744,30.139,33.695,18.421,6.6,2.995732273553991
WA,Pacific County,West,7,11.601,32.454,38.909,17.037,8.0,2.833213344056216
WA,Pend Oreille County,West,2,10.769,30.551,39.983,18.696,8.8,2.772588722239781
WA,Pierce County,West,1,9.012,28.19,37.397,25.4,6.0,2.4849066497880004
WA,San Juan County,West,9,4.665,17.209,31.111,47.015,4.6,2.302585092994046
WA,Skagit County,West,3,11.1,26.602,37.582,24.716,6.4,2.3978952727983707
WA,Skamania County,West,1,9.542,28.552,39.184,22.722,6.9,2.6390573296152584
WA,Snohomish County,West,1,8.213,24.162,37.026,30.598,4.3,2.0794415416798357
WA,Spokane County,West,2,6.928,25.127,39.202,28.742,6.0,2.5649493574615367
WA,Stevens County,West,2,10.126,33.309,38.522,18.044,8.1,2.6390573296152584
WA,Thurston County,West,2,6.426,22.565,37.706,33.303,5.6,2.302585092994046
WA,Wahkiakum County,West,8,6.868,30.632,47.428,15.072,8.5,2.5649493574615367
WA,Walla Walla County,West,3,11.379,22.426,37.617,28.578,5.4,2.6390573296152584
WA,Whatcom County,West,3,8.754,23.834,34.782,32.631,5.8,2.70805020110221
WA,Whitman County,West,4,4.167,16.684,29.35,49.799,5.0,3.258096538021482
WA,Yakima County,West,3,27.52,28.32,28.887,15.273,7.5,2.8903717578961645
WV,Barbour County,South,6,18.878,43.867,24.428,12.828,6.8,3.091042453358316
WV,Berkeley County,South,2,12.765,37.66,29.323,20.252,4.0,2.5649493574615367
WV,Boone County,South,3,20.816,50.483,20.012,8.69,9.1,3.1780538303479458
WV,Braxton County,South,8,18.978,51.113,17.707,12.203,8.8,3.044522437723423
WV,Brooke County,South,3,9.89,39.964,30.306,19.84,7.0,2.5649493574615367
WV,Cabell County,South,2,12.954,31.858,29.048,26.139,4.8,3.091042453358316
WV,Calhoun County,South,8,23.084,45.837,19.169,11.91,12.8,3.091042453358316
WV,Clay County,South,3,28.047,46.866,14.976,10.11,10.4,3.367295829986474
WV,Doddridge County,South,9,21.665,41.867,21.648,14.819,5.2,2.995732273553991
WV,Fayette County,South,3,18.278,44.356,24.205,13.161,7.9,2.995732273553991
WV,Gilmer County,South,7,19.452,38.355,26.213,15.98,8.2,3.295836866004329
WV,Grant County,South,7,18.258,46.91,20.822,14.01,6.0,2.70805020110221
WV,Greenbrier County,South,6,16.152,40.892,23.374,19.582,5.4,2.772588722239781
WV,Hampshire County,South,3,20.024,49.592,19.031,11.353,4.4,2.772588722239781
WV,Hancock County,South,3,12.846,42.578,26.412,18.164,7.0,2.5649493574615367
WV,Hardy County,South,6,19.683,47.055,18.602,14.659,5.7,2.70805020110221
WV,Harrison County,South,5,12.292,37.941,28.201,21.566,5.8,2.70805020110221
WV,Jackson County,South,6,13.433,40.886,28.001,17.681,6.5,2.772588722239781
WV,Jefferson County,South,1,11.247,32.194,26.673,29.886,3.4,2.302585092994046
WV,Kanawha County,South,3,11.961,37.304,25.553,25.182,5.5,2.833213344056216
WV,Lewis County,South,7,12.752,50.292,22.927,14.029,8.5,2.8903717578961645
WV,Lincoln County,South,2,20.894,44.136,25.949,9.021,8.5,3.1780538303479458
WV,Logan County,South,6,22.321,41.362,27.426,8.89,10.2,3.1780538303479458
WV,McDowell County,South,7,35.092,44.933,14.825,5.15,12.2,3.58351893845611
WV,Marion County,South,4,11.054,40.067,27.06,21.818,6.5,2.8903717578961645
WV,Marshall County,South,3,10.823,46.144,26.902,16.131,8.0,2.8903717578961645
WV,Mason County,South,6,15.27,47.582,25.78,11.368,7.1,2.8903717578961645
WV,Mercer County,South,4,16.953,38.712,24.87,19.465,6.7,2.995732273553991
WV,Mineral County,South,3,11.307,48.867,27.459,12.367,6.0,2.772588722239781
WV,Mingo County,South,7,26.062,41.222,22.799,9.918,12.6,3.332204510175204
WV,Monongalia County,South,3,8.415,30.35,22.069,39.166,4.3,2.9444389791664403
WV,Monroe County,South,8,18.65,49.854,18.135,13.362,4.6,2.833213344056216
WV,Morgan County,South,8,17.137,40.936,24.263,17.663,4.4,2.4849066497880004
WV,Nicholas County,South,6,16.333,45.905,22.477,15.285,8.8,3.044522437723423
WV,Ohio County,South,3,8.103,34.863,26.915,30.119,5.5,2.772588722239781
WV,Pendleton County,South,8,19.041,48.517,17.851,14.592,3.9,2.772588722239781
WV,Pleasants County,South,6,12.428,49.62,24.493,13.459,8.2,2.6390573296152584
WV,Pocahontas County,South,9,15.241,48.386,20.168,16.205,6.6,2.8903717578961645
WV,Preston County,South,3,16.523,48.388,20.514,14.575,5.7,2.833213344056216
WV,Putnam County,South,2,8.042,38.264,28.675,25.02,4.9,2.3978952727983707
WV,Raleigh County,South,3,15.659,40.106,26.085,18.15,7.0,2.833213344056216
WV,Randolph County,South,7,17.198,46.156,18.347,18.3,6.0,2.9444389791664403
WV,Ritchie County,South,8,18.066,48.305,23.24,10.389,6.5,2.8903717578961645
WV,Roane County,South,6,21.849,45.459,21.008,11.684,10.3,3.091042453358316
WV,Summers County,South,6,17.191,40.957,27.071,14.781,6.1,3.2188758248682006
WV,Taylor County,South,6,14.098,42.287,25.092,18.523,5.6,2.772588722239781
WV,Tucker County,South,8,12.702,50.058,23.034,14.206,5.4,2.772588722239781
WV,Tyler County,South,9,12.429,47.057,26.77,13.744,8.9,2.772588722239781
WV,Upshur County,South,7,16.125,46.763,18.55,18.562,7.5,2.995732273553991
WV,Wayne County,South,2,20.628,41.007,25.486,12.879,6.6,3.091042453358316
WV,Webster County,South,9,26.109,46.034,18.676,9.182,8.3,3.4011973816621555
WV,Wetzel County,South,6,16.947,47.877,24.427,10.749,9.2,2.995732273553991
WV,Wirt County,South,3,16.699,48.769,24.879,9.653,8.8,2.8903717578961645
WV,Wood County,South,3,10.37,37.222,32.147,20.261,5.7,2.833213344056216
WV,Wyoming County,South,6,22.639,47.6,21.549,8.212,10.2,3.1780538303479458
WI,Adams County,Midwest,8,12.696,42.906,31.733,12.665,6.0,2.6390573296152584
WI,Ashland County,Midwest,7,8.359,34.862,34.566,22.213,5.4,2.70805020110221
WI,Barron County,Midwest,6,10.081,38.703,33.002,18.214,4.5,2.3978952727983707
WI,Bayfield County,Midwest,8,5.498,29.965,35.306,29.231,6.9,2.4849066497880004
WI,Brown County,Midwest,2,8.602,31.272,31.882,28.244,3.6,2.302585092994046
WI,Buffalo County,Midwest,8,8.471,42.049,31.287,18.192,4.4,2.3978952727983707
WI,Burnett County,Midwest,8,7.908,39.323,34.249,18.52,6.0,2.6390573296152584
WI,Calumet County,Midwest,3,7.361,32.266,31.67,28.703,3.2,1.6094379124341003
WI,Chippewa County,Midwest,3,7.88,37.8,35.042,19.278,4.2,2.4849066497880004
WI,Clark County,Midwest,6,18.376,42.546,27.601,11.477,3.9,2.6390573296152584
WI,Columbia County,Midwest,2,7.226,35.044,35.054,22.676,3.6,2.0794415416798357
WI,Crawford County,Midwest,7,9.94,41.807,32.544,15.709,4.9,2.6390573296152584
WI,Dane County,Midwest,2,4.746,18.356,27.872,49.026,2.8,2.3978952727983707
WI,Dodge County,Midwest,4,10.956,40.713,32.076,16.255,3.6,2.302585092994046
WI,Door County,Midwest,6,6.366,32.509,29.8,31.325,4.9,2.0794415416798357
WI,Douglas County,Midwest,2,6.428,32.882,37.913,22.778,5.2,2.6390573296152584
WI,Dunn County,Midwest,6,7.134,34.655,31.584,26.627,4.1,2.5649493574615367
WI,Eau Claire County,Midwest,3,6.869,26.148,36.232,30.751,3.4,2.5649493574615367
WI,Florence County,Midwest,9,7.159,38.267,37.074,17.5,5.9,2.4849066497880004
WI,Fond du Lac County,Midwest,3,8.427,37.901,31.747,21.924,3.5,2.0794415416798357
WI,Forest County,Midwest,9,13.529,40.018,32.369,14.083,6.2,2.772588722239781
WI,Grant County,Midwest,6,8.62,38.608,31.436,21.337,3.9,2.833213344056216
WI,Green County,Midwest,2,7.788,37.877,31.647,22.688,3.3,2.0794415416798357
WI,Green Lake County,Midwest,6,11.402,42.054,28.849,17.694,4.9,2.4849066497880004
WI,Iowa County,Midwest,2,6.567,36.117,34.279,23.038,3.5,2.1972245773362196
WI,Iron County,Midwest,9,6.567,34.738,39.037,19.658,7.4,2.6390573296152584
WI,Jackson County,Midwest,6,11.793,42.272,32.064,13.871,4.4,2.3978952727983707
WI,Jefferson County,Midwest,4,8.873,35.689,31.967,23.471,3.9,2.1972245773362196
WI,Juneau County,Midwest,7,13.948,41.762,31.368,12.922,4.4,2.6390573296152584
WI,Kenosha County,Midwest,1,10.003,32.323,33.028,24.646,4.7,2.5649493574615367
WI,Kewaunee County,Midwest,2,7.939,42.375,32.785,16.9,3.7,2.0794415416798357
WI,La Crosse County,Midwest,3,5.475,26.396,35.659,32.47,3.6,2.5649493574615367
WI,Lafayette County,Midwest,8,10.123,40.503,31.711,17.663,3.2,2.4849066497880004
WI,Langlade County,Midwest,6,10.125,42.171,31.653,16.051,5.2,2.6390573296152584
WI,Lincoln County,Midwest,6,9.7,39.593,34.746,15.961,4.3,2.302585092994046
WI,Manitowoc County,Midwest,4,9.1,40.504,30.736,19.659,4.3,2.1972245773362196
WI,Marathon County,Midwest,3,8.852,36.238,30.971,23.939,3.5,2.302585092994046
WI,Marinette County,Midwest,6,8.627,43.093,33.772,14.508,5.5,2.4849066497880004
WI,Marquette County,Midwest,8,11.511,42.825,31.901,13.762,5.1,2.4849066497880004
WI,Menominee County,Midwest,8,10.686,41.986,30.861,16.467,7.6,3.295836866004329
WI,Milwaukee County,Midwest,1,13.093,27.917,29.242,29.748,5.0,2.995732273553991
WI,Monroe County,Midwest,6,9.793,38.799,33.23,18.179,3.8,2.4849066497880004
WI,Oconto County,Midwest,2,9.607,43.958,30.24,16.195,4.4,2.1972245773362196
WI,Oneida County,Midwest,7,7.965,33.258,32.529,26.248,4.9,2.302585092994046
WI,Outagamie County,Midwest,3,6.471,33.672,32.071,27.785,3.5,2.0794415416798357
WI,Ozaukee County,Midwest,1,3.651,21.935,27.75,46.664,3.3,1.6094379124341003
WI,Pepin County,Midwest,8,9.134,42.264,30.257,18.345,3.8,2.4849066497880004
WI,Pierce County,Midwest,1,5.315,33.702,33.166,27.817,4.0,2.0794415416798357
WI,Polk County,Midwest,6,7.21,39.08,34.11,19.6,4.6,2.302585092994046
WI,Portage County,Midwest,4,6.784,32.697,30.214,30.305,3.8,2.4849066497880004
WI,Price County,Midwest,9,9.704,41.069,33.016,16.211,4.3,2.3978952727983707
WI,Racine County,Midwest,3,11.17,31.443,33.414,23.972,4.9,2.6390573296152584
WI,Richland County,Midwest,6,10.652,41.355,30.151,17.842,3.7,2.5649493574615367
WI,Rock County,Midwest,3,10.591,36.488,32.155,20.766,4.4,2.5649493574615367
WI,Rusk County,Midwest,6,12.513,42.843,29.853,14.79,5.1,2.6390573296152584
WI,St. Croix County,Midwest,1,4.243,26.834,35.524,33.399,3.8,1.791759469228055
WI,Sauk County,Midwest,4,9.112,36.615,31.95,22.323,3.6,2.302585092994046
WI,Sawyer County,Midwest,7,8.902,34.755,34.209,22.134,6.2,2.70805020110221
WI,Shawano County,Midwest,6,9.364,45.019,30.019,15.598,4.1,2.4849066497880004
WI,Sheboygan County,Midwest,3,8.367,36.933,31.078,23.622,3.4,1.9459101490553132
WI,Taylor County,Midwest,6,12.359,46.137,28.042,13.462,4.1,2.4849066497880004
WI,Trempealeau County,Midwest,6,10.58,39.329,30.838,19.253,3.7,2.0794415416798357
WI,Vernon County,Midwest,6,11.938,37.974,28.873,21.215,3.6,2.833213344056216
WI,Vilas County,Midwest,9,7.548,31.159,34.481,26.812,5.6,2.5649493574615367
WI,Walworth County,Midwest,4,9.075,31.629,31.478,27.818,4.0,2.3978952727983707
WI,Washburn County,Midwest,7,8.246,37.874,32.311,21.569,5.0,2.5649493574615367
WI,Washington County,Midwest,1,6.073,30.442,34.063,29.422,3.3,1.791759469228055
WI,Waukesha County,Midwest,1,4.116,24.173,30.087,41.623,3.4,1.6094379124341003
WI,Waupaca County,Midwest,6,9.145,43.062,30.128,17.664,3.9,2.3978952727983707
WI,Waushara County,Midwest,6,13.761,41.768,29.386,15.085,5.0,2.6390573296152584
WI,Winnebago County,Midwest,3,7.894,33.979,31.24,26.887,3.6,2.4849066497880004
WI,Wood County,Midwest,4,7.658,38.891,33.068,20.383,4.7,2.302585092994046
WY,Albany County,West,4,4.21,16.753,31.174,47.863,3.2,2.833213344056216
WY,Big Horn County,West,9,10.418,29.886,40.39,19.306,4.9,2.3978952727983707
WY,Campbell County,West,5,8.33,34.868,37.738,19.064,7.1,2.0794415416798357
WY,Carbon County,West,7,9.58,34.778,35.324,20.318,4.6,2.4849066497880004
WY,Converse County,West,6,9.758,37.873,36.837,15.532,6.2,2.1972245773362196
